size1,size3, size3, timestamp,
,17, ,1557400544,
18, , ,1557400544,
, ,17,1557400545,
,17, ,1557400546,
18, , ,1557400546,
, ,17,1557400547,
,18, ,1557400548,
19, , ,1557400548,
, ,17,1557400549,
,17, ,1557400550,
18, , ,1557400550,
, ,17,1557400551,
,17, ,1557400552,
18, , ,1557400552,
, ,17,1557400553,
,17, ,1557400554,
18, , ,1557400554,
, ,17,1557400555,
,17, ,1557400556,
18, , ,1557400556,
, ,17,1557400557,
,17, ,1557400558,
18, , ,1557400558,
, ,17,1557400559,
,19, ,1557400560,
18, , ,1557400560,
, ,17,1557400561,
,17, ,1557400562,
18, , ,1557400562,
, ,17,1557400563,
,16, ,1557400564,
18, , ,1557400565,
, ,17,1557400565,
,17, ,1557400566,
18, , ,1557400567,
, ,17,1557400567,
,17, ,1557400568,
18, , ,1557400569,
, ,17,1557400570,
,17, ,1557400570,
18, , ,1557400571,
, ,17,1557400572,
,17, ,1557400572,
18, , ,1557400573,
, ,17,1557400574,
,17, ,1557400575,
21, , ,1557400575,
, ,18,1557400576,
,17, ,1557400577,
19, , ,1557400577,
, ,17,1557400578,
,18, ,1557400579,
18, , ,1557400579,
, ,17,1557400580,
,17, ,1557400581,
18, , ,1557400581,
, ,17,1557400582,
,17, ,1557400583,
18, , ,1557400583,
, ,17,1557400584,
,17, ,1557400585,
18, , ,1557400585,
, ,17,1557400586,
,18, ,1557400587,
18, , ,1557400587,
, ,23,1557400588,
,18, ,1557400589,
18, , ,1557400589,
, ,17,1557400590,
,20, ,1557400591,
18, , ,1557400591,
, ,17,1557400592,
,18, ,1557400593,
18, , ,1557400593,
, ,17,1557400594,
,17, ,1557400595,
18, , ,1557400595,
, ,18,1557400596,
,18, ,1557400597,
18, , ,1557400597,
, ,17,1557400598,
,17, ,1557400599,
18, , ,1557400599,
, ,17,1557400600,
,17, ,1557400601,
18, , ,1557400601,
, ,17,1557400602,
,18, ,1557400603,
18, , ,1557400604,
, ,17,1557400604,
, ,23,1557400627,
,18, ,1557400628,
18, , ,1557400628,
, ,17,1557400629,
,20, ,1557400630,
18, , ,1557400630,
, ,17,1557400631,
,17, ,1557400632,
18, , ,1557400632,
, ,17,1557400633,
,18, ,1557400634,
18, , ,1557400634,
, ,17,1557400635,
,18, ,1557400636,
19, , ,1557400636,
, ,17,1557400637,
,18, ,1557400638,
18, , ,1557400638,
, ,17,1557400639,
,18, ,1557400640,
18, , ,1557400641,
, ,17,1557400641,
,17, ,1557400642,
18, , ,1557400643,
, ,17,1557400643,
,18, ,1557400644,
18, , ,1557400645,
, ,17,1557400646,
,18, ,1557400646,
18, , ,1557400647,
, ,17,1557400648,
,18, ,1557400648,
18, , ,1557400649,
, ,17,1557400650,
,17, ,1557400650,
18, , ,1557400651,
, ,17,1557400652,
,17, ,1557400653,
17, , ,1557400653,
, ,17,1557400654,
,17, ,1557400655,
18, , ,1557400655,
, ,17,1557400656,
,22, ,1557400657,
18, , ,1557400657,
, ,17,1557400658,
,18, ,1557400659,
18, , ,1557400659,
, ,17,1557400660,
,17, ,1557400661,
18, , ,1557400661,
, ,17,1557400662,
,17, ,1557400663,
18, , ,1557400663,
, ,18,1557400664,
,16, ,1557400665,
19, , ,1557400665,
, ,18,1557400666,
,18, ,1557400667,
19, , ,1557400667,
, ,18,1557400668,
,17, ,1557400669,
18, , ,1557400669,
, ,17,1557400670,
,17, ,1557400671,
19, , ,1557400671,
, ,17,1557400672,
,17, ,1557400673,
19, , ,1557400673,
, ,17,1557400674,
,17, ,1557400675,
18, , ,1557400675,
, ,17,1557400676,
,17, ,1557400677,
18, , ,1557400677,
, ,17,1557400678,
,17, ,1557400679,
18, , ,1557400680,
, ,17,1557400680,
,23, ,1557400681,
18, , ,1557400682,
, ,17,1557400682,
,20, ,1557400683,
18, , ,1557400684,
, ,17,1557400685,
,17, ,1557400685,
18, , ,1557400686,
, ,17,1557400687,
,17, ,1557400687,
18, , ,1557400688,
, ,17,1557400689,
,17, ,1557400690,
18, , ,1557400690,
, ,17,1557400691,
,17, ,1557400692,
18, , ,1557400692,
, ,17,1557400693,
,17, ,1557400694,
17, , ,1557400694,
, ,17,1557400695,
,17, ,1557400696,
19, , ,1557400696,
, ,17,1557400697,
,17, ,1557400698,
18, , ,1557400698,
, ,17,1557400699,
,19, ,1557400700,
18, , ,1557400700,
, ,16,1557400701,
,17, ,1557400702,
18, , ,1557400702,
, ,17,1557400703,
,17, ,1557400704,
18, , ,1557400704,
, ,17,1557400705,
,17, ,1557400706,
18, , ,1557400706,
, ,17,1557400707,
,17, ,1557400708,
18, , ,1557400708,
, ,16,1557400709,
,17, ,1557400710,
18, , ,1557400710,
, ,17,1557400711,
,16, ,1557400712,
24, , ,1557400712,
, ,17,1557400713,
,17, ,1557400714,
20, , ,1557400714,
, ,17,1557400715,
,17, ,1557400716,
18, , ,1557400717,
, ,20,1557400717,
,17, ,1557400718,
18, , ,1557400719,
, ,18,1557400719,
,17, ,1557400720,
19, , ,1557400721,
, ,17,1557400722,
,17, ,1557400722,
18, , ,1557400723,
, ,17,1557400724,
,17, ,1557400724,
18, , ,1557400725,
, ,17,1557400726,
,17, ,1557400726,
20, , ,1557400727,
, ,17,1557400728,
,17, ,1557400729,
17, , ,1557400729,
, ,17,1557400730,
,17, ,1557400731,
18, , ,1557400731,
, ,17,1557400732,
,17, ,1557400733,
19, , ,1557400733,
, ,17,1557400734,
,17, ,1557400735,
18, , ,1557400735,
, ,17,1557400736,
,17, ,1557400737,
18, , ,1557400737,
, ,17,1557400738,
,17, ,1557400739,
18, , ,1557400739,
, ,17,1557400740,
,17, ,1557400741,
18, , ,1557400741,
, ,17,1557400742,
,16, ,1557400743,
18, , ,1557400743,
, ,17,1557400744,
,17, ,1557400745,
18, , ,1557400745,
, ,17,1557400746,
,17, ,1557400747,
18, , ,1557400747,
, ,17,1557400748,
, ,18,1557400771,
,18, ,1557400772,
18, , ,1557400772,
, ,17,1557400773,
,18, ,1557400774,
18, , ,1557400774,
, ,17,1557400775,
,17, ,1557400776,
18, , ,1557400776,
, ,17,1557400777,
,18, ,1557400778,
18, , ,1557400778,
, ,18,1557400779,
,17, ,1557400780,
18, , ,1557400780,
, ,17,1557400781,
,17, ,1557400782,
18, , ,1557400782,
, ,17,1557400783,
,18, ,1557400784,
18, , ,1557400784,
, ,17,1557400785,
,18, ,1557400786,
19, , ,1557400786,
, ,18,1557400787,
,21, ,1557400788,
18, , ,1557400788,
, ,17,1557400789,
,17, ,1557400790,
18, , ,1557400790,
, ,17,1557400791,
,16, ,1557400792,
17, , ,1557400792,
, ,17,1557400793,
,17, ,1557400794,
17, , ,1557400795,
, ,17,1557400795,
,17, ,1557400796,
18, , ,1557400797,
, ,17,1557400797,
,17, ,1557400798,
18, , ,1557400799,
, ,17,1557400800,
,17, ,1557400800,
23, , ,1557400801,
, ,17,1557400802,
,17, ,1557400802,
24, , ,1557400803,
, ,17,1557400804,
,17, ,1557400805,
20, , ,1557400805,
, ,17,1557400806,
,16, ,1557400807,
19, , ,1557400807,
, ,17,1557400808,
,17, ,1557400809,
18, , ,1557400809,
, ,17,1557400810,
,16, ,1557400811,
17, , ,1557400811,
, ,20,1557400812,
,17, ,1557400813,
18, , ,1557400813,
, ,17,1557400814,
,19, ,1557400815,
18, , ,1557400815,
, ,17,1557400816,
,21, ,1557400817,
19, , ,1557400817,
, ,17,1557400818,
,19, ,1557400819,
18, , ,1557400819,
, ,17,1557400820,
,17, ,1557400821,
18, , ,1557400821,
, ,17,1557400822,
,17, ,1557400823,
18, , ,1557400823,
, ,17,1557400824,
,17, ,1557400825,
18, , ,1557400825,
, ,17,1557400826,
,17, ,1557400827,
17, , ,1557400827,
, ,18,1557400828,
,17, ,1557400829,
18, , ,1557400829,
, ,17,1557400830,
,17, ,1557400831,
18, , ,1557400832,
, ,17,1557400832,
,17, ,1557400833,
19, , ,1557400834,
, ,17,1557400834,
,17, ,1557400835,
18, , ,1557400836,
, ,17,1557400837,
,17, ,1557400837,
17, , ,1557400838,
, ,17,1557400839,
,17, ,1557400839,
18, , ,1557400840,
, ,17,1557400841,
,17, ,1557400842,
18, , ,1557400842,
, ,17,1557400843,
,17, ,1557400844,
18, , ,1557400844,
, ,17,1557400845,
,17, ,1557400846,
18, , ,1557400846,
, ,17,1557400847,
,18, ,1557400848,
21, , ,1557400848,
, ,17,1557400849,
,17, ,1557400850,
18, , ,1557400850,
, ,17,1557400851,
,17, ,1557400852,
19, , ,1557400852,
, ,23,1557400853,
,18, ,1557400854,
19, , ,1557400854,
, ,20,1557400855,
,18, ,1557400856,
21, , ,1557400856,
, ,22,1557400857,
,17, ,1557400858,
22, , ,1557400858,
, ,18,1557400859,
,21, ,1557400860,
20, , ,1557400860,
, ,18,1557400861,
,20, ,1557400862,
19, , ,1557400862,
, ,17,1557400863,
,17, ,1557400864,
18, , ,1557400864,
, ,17,1557400865,
,17, ,1557400866,
18, , ,1557400866,
, ,17,1557400867,
,17, ,1557400868,
19, , ,1557400868,
, ,17,1557400869,
,17, ,1557400870,
18, , ,1557400871,
, ,17,1557400871,
,17, ,1557400872,
18, , ,1557400873,
, ,17,1557400873,
,16, ,1557400874,
18, , ,1557400875,
, ,17,1557400876,
,17, ,1557400876,
19, , ,1557400877,
, ,17,1557400878,
,18, ,1557400878,
18, , ,1557400879,
, ,17,1557400880,
,17, ,1557400881,
19, , ,1557400881,
, ,16,1557400882,
,17, ,1557400883,
18, , ,1557400883,
, ,17,1557400884,
,17, ,1557400885,
18, , ,1557400885,
, ,16,1557400886,
,17, ,1557400887,
18, , ,1557400887,
, ,17,1557400888,
,17, ,1557400889,
18, , ,1557400889,
, ,17,1557400890,
,17, ,1557400891,
18, , ,1557400891,
, ,17,1557400892,
,17, ,1557400893,
19, , ,1557400893,
,17, ,1557400915,
18, , ,1557400916,
, ,17,1557400917,
,17, ,1557400918,
18, , ,1557400918,
, ,17,1557400919,
,17, ,1557400920,
18, , ,1557400920,
, ,17,1557400921,
,17, ,1557400922,
18, , ,1557400922,
, ,17,1557400923,
,17, ,1557400924,
18, , ,1557400924,
, ,17,1557400925,
,17, ,1557400926,
18, , ,1557400926,
, ,17,1557400927,
,17, ,1557400928,
18, , ,1557400928,
, ,16,1557400929,
,17, ,1557400930,
18, , ,1557400930,
, ,17,1557400931,
,17, ,1557400932,
18, , ,1557400932,
, ,17,1557400933,
,17, ,1557400934,
18, , ,1557400934,
, ,17,1557400935,
,17, ,1557400936,
18, , ,1557400936,
, ,16,1557400937,
,17, ,1557400938,
19, , ,1557400938,
, ,17,1557400939,
,17, ,1557400940,
21, , ,1557400940,
, ,17,1557400941,
,17, ,1557400942,
18, , ,1557400942,
, ,24,1557400943,
,17, ,1557400944,
20, , ,1557400944,
, ,19,1557400945,
,17, ,1557400946,
19, , ,1557400947,
, ,19,1557400947,
,23, ,1557400948,
19, , ,1557400949,
, ,18,1557400949,
,20, ,1557400950,
18, , ,1557400951,
, ,17,1557400952,
,16, ,1557400952,
18, , ,1557400953,
, ,17,1557400954,
,17, ,1557400954,
18, , ,1557400955,
, ,17,1557400956,
,17, ,1557400957,
18, , ,1557400957,
, ,17,1557400958,
,17, ,1557400959,
17, , ,1557400959,
, ,17,1557400960,
,17, ,1557400961,
18, , ,1557400961,
, ,17,1557400962,
,17, ,1557400963,
18, , ,1557400963,
, ,17,1557400964,
,17, ,1557400965,
18, , ,1557400965,
, ,16,1557400966,
,18, ,1557400967,
18, , ,1557400967,
, ,17,1557400968,
,17, ,1557400969,
18, , ,1557400969,
, ,17,1557400970,
,17, ,1557400971,
22, , ,1557400971,
, ,17,1557400972,
,16, ,1557400973,
18, , ,1557400973,
, ,17,1557400974,
,18, ,1557400975,
18, , ,1557400975,
, ,17,1557400976,
,17, ,1557400977,
18, , ,1557400977,
, ,17,1557400978,
,18, ,1557400979,
18, , ,1557400979,
, ,17,1557400980,
,17, ,1557400981,
18, , ,1557400981,
, ,17,1557400982,
,18, ,1557400983,
19, , ,1557400983,
, ,17,1557400984,
,17, ,1557400985,
19, , ,1557400986,
, ,18,1557400986,
,17, ,1557400987,
18, , ,1557400988,
, ,17,1557400988,
,17, ,1557400989,
18, , ,1557400990,
, ,17,1557400991,
,17, ,1557400991,
18, , ,1557400992,
, ,17,1557400993,
,16, ,1557400994,
18, , ,1557400994,
, ,17,1557400995,
,17, ,1557400996,
18, , ,1557400996,
, ,17,1557400997,
,19, ,1557400998,
19, , ,1557400998,
, ,17,1557400999,
,17, ,1557401000,
18, , ,1557401000,
, ,17,1557401001,
,17, ,1557401002,
18, , ,1557401002,
, ,17,1557401003,
,16, ,1557401004,
17, , ,1557401004,
, ,17,1557401005,
,17, ,1557401006,
18, , ,1557401006,
, ,17,1557401007,
,17, ,1557401008,
18, , ,1557401008,
, ,17,1557401009,
,17, ,1557401010,
18, , ,1557401010,
, ,17,1557401011,
,16, ,1557401012,
18, , ,1557401012,
, ,16,1557401013,
,16, ,1557401014,
18, , ,1557401014,
, ,17,1557401015,
,17, ,1557401016,
18, , ,1557401016,
, ,17,1557401017,
,16, ,1557401018,
18, , ,1557401018,
, ,17,1557401019,
,17, ,1557401020,
18, , ,1557401020,
, ,17,1557401021,
,16, ,1557401022,
18, , ,1557401023,
, ,17,1557401023,
,17, ,1557401024,
18, , ,1557401025,
, ,17,1557401025,
,17, ,1557401026,
19, , ,1557401027,
, ,17,1557401028,
,19, ,1557401028,
20, , ,1557401029,
, ,17,1557401030,
,17, ,1557401030,
18, , ,1557401031,
, ,17,1557401032,
,17, ,1557401033,
18, , ,1557401033,
, ,23,1557401034,
,17, ,1557401035,
18, , ,1557401035,
, ,21,1557401036,
,17, ,1557401037,
18, , ,1557401037,
,17, ,1557401059,
18, , ,1557401059,
, ,17,1557401060,
,17, ,1557401061,
19, , ,1557401062,
, ,17,1557401062,
,17, ,1557401063,
17, , ,1557401064,
, ,17,1557401064,
,17, ,1557401065,
17, , ,1557401066,
, ,17,1557401067,
,17, ,1557401067,
19, , ,1557401068,
, ,16,1557401069,
,16, ,1557401070,
18, , ,1557401070,
, ,17,1557401071,
,17, ,1557401072,
18, , ,1557401072,
, ,17,1557401073,
,17, ,1557401074,
21, , ,1557401074,
, ,17,1557401075,
,17, ,1557401076,
18, , ,1557401076,
, ,17,1557401077,
,16, ,1557401078,
19, , ,1557401078,
, ,18,1557401079,
,17, ,1557401080,
18, , ,1557401080,
, ,17,1557401081,
,16, ,1557401082,
18, , ,1557401082,
, ,17,1557401083,
,18, ,1557401084,
17, , ,1557401084,
, ,17,1557401085,
,21, ,1557401086,
19, , ,1557401086,
, ,17,1557401087,
,16, ,1557401088,
18, , ,1557401088,
, ,17,1557401089,
,16, ,1557401090,
18, , ,1557401090,
, ,17,1557401091,
,16, ,1557401092,
18, , ,1557401092,
, ,17,1557401093,
,17, ,1557401094,
18, , ,1557401094,
, ,17,1557401095,
,17, ,1557401096,
18, , ,1557401096,
, ,17,1557401097,
,16, ,1557401098,
18, , ,1557401099,
, ,17,1557401099,
,17, ,1557401100,
18, , ,1557401101,
, ,17,1557401101,
,16, ,1557401102,
18, , ,1557401103,
, ,17,1557401103,
,17, ,1557401104,
18, , ,1557401105,
, ,16,1557401106,
,17, ,1557401107,
18, , ,1557401107,
, ,17,1557401108,
,18, ,1557401109,
18, , ,1557401109,
, ,17,1557401110,
,18, ,1557401111,
18, , ,1557401111,
, ,17,1557401112,
,17, ,1557401113,
18, , ,1557401113,
, ,17,1557401114,
,16, ,1557401115,
18, , ,1557401115,
, ,16,1557401116,
,17, ,1557401117,
24, , ,1557401117,
, ,17,1557401118,
,17, ,1557401119,
19, , ,1557401119,
, ,17,1557401120,
,17, ,1557401121,
20, , ,1557401121,
, ,17,1557401122,
,17, ,1557401123,
18, , ,1557401123,
, ,20,1557401124,
,22, ,1557401125,
18, , ,1557401125,
, ,20,1557401126,
,17, ,1557401127,
18, , ,1557401127,
, ,16,1557401128,
,16, ,1557401129,
18, , ,1557401129,
, ,17,1557401130,
,17, ,1557401131,
18, , ,1557401131,
, ,17,1557401132,
,17, ,1557401133,
19, , ,1557401133,
, ,17,1557401134,
,16, ,1557401135,
18, , ,1557401135,
, ,17,1557401136,
,17, ,1557401137,
18, , ,1557401138,
, ,16,1557401138,
,17, ,1557401139,
18, , ,1557401140,
, ,17,1557401140,
,17, ,1557401141,
18, , ,1557401142,
, ,17,1557401143,
,16, ,1557401143,
18, , ,1557401144,
, ,17,1557401145,
,17, ,1557401146,
18, , ,1557401146,
, ,17,1557401147,
,16, ,1557401148,
18, , ,1557401148,
, ,17,1557401149,
,17, ,1557401150,
18, , ,1557401150,
, ,17,1557401151,
,17, ,1557401152,
18, , ,1557401152,
, ,17,1557401153,
,17, ,1557401154,
18, , ,1557401154,
, ,17,1557401155,
,18, ,1557401156,
18, , ,1557401156,
, ,17,1557401157,
,16, ,1557401158,
18, , ,1557401158,
, ,17,1557401159,
,17, ,1557401160,
18, , ,1557401160,
, ,17,1557401161,
,17, ,1557401162,
18, , ,1557401162,
, ,17,1557401163,
,16, ,1557401164,
18, , ,1557401164,
, ,16,1557401165,
,17, ,1557401166,
18, , ,1557401166,
, ,17,1557401167,
,16, ,1557401168,
18, , ,1557401168,
, ,17,1557401169,
,17, ,1557401170,
18, , ,1557401170,
, ,18,1557401171,
,23, ,1557401172,
18, , ,1557401172,
, ,16,1557401173,
,17, ,1557401174,
19, , ,1557401174,
, ,17,1557401175,
,17, ,1557401176,
20, , ,1557401177,
, ,17,1557401177,
,18, ,1557401178,
19, , ,1557401179,
, ,17,1557401179,
,16, ,1557401180,
,16, ,1557401203,
18, , ,1557401203,
, ,17,1557401204,
,17, ,1557401205,
18, , ,1557401205,
, ,18,1557401206,
,18, ,1557401207,
25, , ,1557401207,
, ,17,1557401208,
,17, ,1557401209,
20, , ,1557401209,
, ,17,1557401210,
,17, ,1557401211,
18, , ,1557401212,
, ,17,1557401212,
,17, ,1557401213,
19, , ,1557401214,
, ,17,1557401214,
,17, ,1557401215,
18, , ,1557401216,
, ,17,1557401216,
,23, ,1557401218,
18, , ,1557401218,
, ,17,1557401219,
,18, ,1557401220,
18, , ,1557401220,
, ,17,1557401221,
,18, ,1557401222,
18, , ,1557401222,
, ,17,1557401223,
,16, ,1557401224,
17, , ,1557401224,
, ,17,1557401225,
,17, ,1557401226,
17, , ,1557401226,
, ,17,1557401227,
,17, ,1557401228,
18, , ,1557401228,
, ,17,1557401229,
,17, ,1557401230,
19, , ,1557401230,
, ,17,1557401231,
,17, ,1557401232,
18, , ,1557401232,
, ,17,1557401233,
,17, ,1557401234,
18, , ,1557401234,
, ,17,1557401235,
,17, ,1557401236,
20, , ,1557401236,
, ,16,1557401237,
18, , ,1557401238,
,17, ,1557401238,
, ,17,1557401239,
,19, ,1557401240,
18, , ,1557401240,
, ,17,1557401241,
,17, ,1557401242,
18, , ,1557401242,
, ,17,1557401243,
,17, ,1557401244,
18, , ,1557401244,
, ,17,1557401245,
,16, ,1557401246,
18, , ,1557401246,
, ,17,1557401247,
,17, ,1557401248,
18, , ,1557401248,
, ,16,1557401249,
,16, ,1557401250,
17, , ,1557401250,
, ,17,1557401251,
,17, ,1557401252,
20, , ,1557401253,
, ,17,1557401253,
,16, ,1557401254,
22, , ,1557401255,
, ,17,1557401255,
,16, ,1557401256,
20, , ,1557401257,
, ,16,1557401258,
,16, ,1557401259,
18, , ,1557401259,
, ,22,1557401260,
,17, ,1557401261,
18, , ,1557401261,
, ,18,1557401262,
,18, ,1557401263,
18, , ,1557401263,
, ,17,1557401264,
,21, ,1557401265,
18, , ,1557401265,
, ,17,1557401266,
,23, ,1557401267,
19, , ,1557401267,
, ,17,1557401268,
,17, ,1557401269,
19, , ,1557401269,
, ,17,1557401270,
,17, ,1557401271,
18, , ,1557401271,
, ,17,1557401272,
,17, ,1557401273,
18, , ,1557401273,
, ,17,1557401274,
,16, ,1557401275,
19, , ,1557401275,
, ,18,1557401276,
,17, ,1557401277,
18, , ,1557401277,
, ,17,1557401278,
,17, ,1557401279,
18, , ,1557401279,
, ,17,1557401280,
,17, ,1557401281,
18, , ,1557401281,
, ,17,1557401282,
,17, ,1557401283,
18, , ,1557401283,
, ,17,1557401284,
,17, ,1557401285,
18, , ,1557401285,
, ,17,1557401286,
,16, ,1557401287,
18, , ,1557401287,
, ,17,1557401288,
,17, ,1557401289,
19, , ,1557401290,
, ,17,1557401290,
,17, ,1557401291,
18, , ,1557401292,
, ,17,1557401292,
,17, ,1557401293,
19, , ,1557401294,
, ,17,1557401294,
,17, ,1557401295,
19, , ,1557401296,
, ,17,1557401297,
,18, ,1557401298,
19, , ,1557401298,
, ,17,1557401299,
,16, ,1557401300,
18, , ,1557401300,
, ,17,1557401301,
,16, ,1557401302,
19, , ,1557401302,
, ,17,1557401303,
,17, ,1557401304,
19, , ,1557401304,
, ,22,1557401305,
,17, ,1557401306,
18, , ,1557401306,
, ,18,1557401307,
,17, ,1557401308,
18, , ,1557401308,
, ,18,1557401309,
,20, ,1557401310,
18, , ,1557401310,
, ,16,1557401311,
,17, ,1557401312,
17, , ,1557401312,
, ,17,1557401313,
,18, ,1557401314,
18, , ,1557401314,
, ,17,1557401315,
,18, ,1557401316,
19, , ,1557401316,
, ,17,1557401317,
,16, ,1557401318,
18, , ,1557401318,
, ,17,1557401319,
,17, ,1557401320,
18, , ,1557401320,
, ,17,1557401321,
,16, ,1557401322,
18, , ,1557401322,
, ,17,1557401323,
, ,17,1557401346,
,17, ,1557401347,
18, , ,1557401347,
, ,17,1557401348,
,17, ,1557401349,
18, , ,1557401349,
, ,19,1557401350,
,27, ,1557401351,
17, , ,1557401351,
, ,17,1557401352,
,17, ,1557401353,
19, , ,1557401353,
, ,18,1557401354,
,21, ,1557401355,
18, , ,1557401355,
, ,17,1557401356,
,18, ,1557401357,
19, , ,1557401357,
, ,17,1557401358,
,17, ,1557401359,
18, , ,1557401359,
, ,17,1557401360,
,17, ,1557401361,
18, , ,1557401361,
, ,17,1557401362,
,17, ,1557401363,
18, , ,1557401363,
, ,17,1557401364,
,18, ,1557401365,
19, , ,1557401366,
, ,17,1557401366,
,17, ,1557401367,
18, , ,1557401368,
, ,16,1557401368,
,16, ,1557401369,
18, , ,1557401370,
, ,17,1557401370,
,17, ,1557401371,
19, , ,1557401372,
, ,17,1557401373,
,16, ,1557401374,
19, , ,1557401374,
, ,16,1557401375,
,16, ,1557401376,
18, , ,1557401376,
, ,17,1557401377,
,17, ,1557401378,
18, , ,1557401378,
, ,17,1557401379,
,17, ,1557401380,
19, , ,1557401380,
, ,17,1557401381,
,17, ,1557401382,
18, , ,1557401382,
, ,17,1557401383,
,17, ,1557401384,
18, , ,1557401384,
, ,17,1557401385,
,16, ,1557401386,
20, , ,1557401386,
, ,17,1557401387,
,17, ,1557401388,
23, , ,1557401388,
, ,17,1557401389,
,17, ,1557401390,
19, , ,1557401390,
, ,17,1557401391,
,16, ,1557401392,
18, , ,1557401392,
, ,17,1557401393,
,16, ,1557401394,
19, , ,1557401394,
, ,17,1557401395,
,17, ,1557401396,
18, , ,1557401396,
, ,17,1557401397,
,17, ,1557401398,
18, , ,1557401398,
, ,17,1557401399,
,20, ,1557401400,
18, , ,1557401400,
, ,17,1557401401,
,17, ,1557401402,
18, , ,1557401402,
, ,17,1557401403,
,16, ,1557401404,
19, , ,1557401405,
, ,17,1557401405,
,17, ,1557401406,
18, , ,1557401407,
, ,16,1557401407,
,17, ,1557401408,
18, , ,1557401409,
, ,17,1557401410,
,17, ,1557401410,
17, , ,1557401411,
, ,17,1557401412,
,17, ,1557401413,
18, , ,1557401413,
, ,17,1557401414,
,16, ,1557401415,
17, , ,1557401415,
, ,17,1557401416,
,17, ,1557401417,
18, , ,1557401417,
, ,18,1557401418,
,18, ,1557401419,
19, , ,1557401419,
, ,17,1557401420,
,16, ,1557401421,
18, , ,1557401421,
, ,17,1557401422,
,16, ,1557401423,
17, , ,1557401423,
, ,17,1557401424,
,16, ,1557401425,
18, , ,1557401425,
, ,17,1557401426,
,17, ,1557401427,
18, , ,1557401427,
, ,17,1557401428,
,17, ,1557401429,
18, , ,1557401429,
, ,17,1557401430,
,16, ,1557401431,
18, , ,1557401431,
, ,17,1557401432,
,17, ,1557401433,
22, , ,1557401433,
, ,17,1557401434,
,16, ,1557401435,
18, , ,1557401435,
, ,17,1557401436,
,22, ,1557401437,
18, , ,1557401437,
, ,19,1557401438,
,19, ,1557401439,
18, , ,1557401439,
, ,23,1557401440,
,19, ,1557401441,
18, , ,1557401441,
, ,20,1557401442,
,17, ,1557401443,
18, , ,1557401444,
, ,17,1557401444,
,20, ,1557401445,
18, , ,1557401446,
, ,17,1557401446,
,18, ,1557401447,
19, , ,1557401448,
, ,17,1557401449,
,16, ,1557401450,
18, , ,1557401450,
, ,17,1557401451,
,16, ,1557401452,
18, , ,1557401452,
, ,16,1557401453,
,17, ,1557401454,
17, , ,1557401454,
, ,17,1557401455,
,16, ,1557401456,
19, , ,1557401456,
, ,17,1557401457,
,16, ,1557401458,
18, , ,1557401458,
, ,16,1557401459,
,17, ,1557401460,
18, , ,1557401460,
, ,17,1557401461,
,17, ,1557401462,
18, , ,1557401462,
, ,17,1557401463,
,17, ,1557401464,
18, , ,1557401464,
, ,17,1557401465,
,17, ,1557401466,
18, , ,1557401466,
, ,17,1557401467,
,17, ,1557401468,
18, , ,1557401468,
,17, ,1557401491,
18, , ,1557401491,
, ,17,1557401492,
,17, ,1557401493,
19, , ,1557401493,
, ,17,1557401494,
,17, ,1557401495,
19, , ,1557401495,
, ,17,1557401496,
,17, ,1557401497,
18, , ,1557401497,
, ,17,1557401498,
,17, ,1557401499,
18, , ,1557401499,
, ,17,1557401500,
,17, ,1557401501,
18, , ,1557401501,
, ,17,1557401502,
,17, ,1557401503,
19, , ,1557401503,
, ,17,1557401504,
,17, ,1557401505,
18, , ,1557401505,
, ,17,1557401506,
,16, ,1557401507,
19, , ,1557401507,
, ,17,1557401508,
,17, ,1557401509,
18, , ,1557401509,
, ,17,1557401510,
,16, ,1557401511,
18, , ,1557401511,
, ,17,1557401512,
,16, ,1557401513,
18, , ,1557401513,
, ,17,1557401514,
,15, ,1557401515,
18, , ,1557401515,
, ,17,1557401516,
,17, ,1557401517,
18, , ,1557401517,
, ,17,1557401518,
,17, ,1557401519,
18, , ,1557401520,
, ,17,1557401520,
,16, ,1557401521,
18, , ,1557401522,
, ,17,1557401522,
,17, ,1557401523,
18, , ,1557401524,
, ,17,1557401525,
,17, ,1557401526,
21, , ,1557401526,
, ,17,1557401527,
,17, ,1557401528,
20, , ,1557401528,
, ,17,1557401529,
,16, ,1557401530,
19, , ,1557401530,
, ,19,1557401531,
,18, ,1557401532,
18, , ,1557401532,
, ,17,1557401533,
,16, ,1557401534,
18, , ,1557401534,
, ,16,1557401535,
,17, ,1557401536,
20, , ,1557401536,
, ,18,1557401537,
,17, ,1557401538,
17, , ,1557401538,
, ,17,1557401539,
,16, ,1557401540,
18, , ,1557401540,
, ,17,1557401541,
,17, ,1557401542,
18, , ,1557401542,
, ,17,1557401543,
,16, ,1557401544,
18, , ,1557401544,
, ,17,1557401545,
,17, ,1557401546,
18, , ,1557401546,
, ,16,1557401547,
,17, ,1557401548,
18, , ,1557401548,
, ,17,1557401549,
,16, ,1557401550,
19, , ,1557401550,
, ,17,1557401551,
,16, ,1557401552,
18, , ,1557401552,
, ,17,1557401553,
,16, ,1557401554,
17, , ,1557401554,
, ,16,1557401555,
,16, ,1557401556,
18, , ,1557401557,
, ,17,1557401557,
,17, ,1557401558,
18, , ,1557401559,
, ,17,1557401559,
,17, ,1557401560,
18, , ,1557401561,
, ,17,1557401561,
,17, ,1557401562,
18, , ,1557401563,
, ,17,1557401564,
,16, ,1557401565,
