size1,size3, size3, timestamp,
,17,17,1557423708,
18, , ,1557423708,
, , ,1557423709,
,17,17,1557423710,
18, , ,1557423732,
, ,17,1557423732,
17, , ,1557423733,
, , ,1557423734,
,17,17,1557423734,
18, , ,1557423735,
, , ,1557423736,
,17,16,1557423736,
18, , ,1557423737,
, , ,1557423738,
,17,17,1557423738,
18, , ,1557423739,
, , ,1557423740,
,17,17,1557423740,
18, , ,1557423741,
, , ,1557423742,
,17,17,1557423742,
18, , ,1557423743,
, , ,1557423744,
,17,17,1557423744,
18, , ,1557423745,
, , ,1557423746,
,19,20,1557423747,
18, , ,1557423747,
, , ,1557423748,
,16,17,1557423749,
18, , ,1557423749,
, , ,1557423750,
,17,17,1557423751,
19, , ,1557423751,
, , ,1557423752,
,18,18,1557423753,
17, , ,1557423753,
, , ,1557423754,
,18,17,1557423755,
18, , ,1557423756,
, , ,1557423756,
,18,17,1557423757,
19, , ,1557423758,
, , ,1557423758,
,20,17,1557423759,
18, , ,1557423760,
, , ,1557423760,
,17,17,1557423761,
18, , ,1557423762,
, , ,1557423762,
,17,17,1557423763,
18, , ,1557423764,
, , ,1557423764,
,17,17,1557423765,
19, , ,1557423766,
, , ,1557423767,
,18,17,1557423767,
23, , ,1557423768,
, , ,1557423769,
,17,17,1557423769,
21, , ,1557423770,
, , ,1557423771,
,17,17,1557423771,
19, , ,1557423772,
, , ,1557423773,
,18,17,1557423773,
19, , ,1557423774,
, , ,1557423775,
,17,17,1557423775,
18, , ,1557423776,
, , ,1557423777,
,16,17,1557423777,
18, , ,1557423778,
, , ,1557423779,
,17,17,1557423779,
17, , ,1557423780,
, , ,1557423781,
,17,17,1557423781,
18, , ,1557423782,
, , ,1557423783,
,17,17,1557423784,
18, , ,1557423784,
, , ,1557423785,
,16,17,1557423786,
19, , ,1557423786,
, , ,1557423787,
,18,17,1557423788,
18, , ,1557423788,
, , ,1557423789,
,17,17,1557423790,
18, , ,1557423790,
, , ,1557423791,
,17,17,1557423792,
19, , ,1557423793,
, , ,1557423793,
,17,17,1557423794,
18, , ,1557423795,
, , ,1557423795,
,18,17,1557423796,
17, , ,1557423797,
, , ,1557423797,
,17,17,1557423798,
18, , ,1557423799,
, , ,1557423799,
,17,17,1557423800,
18, , ,1557423801,
, , ,1557423801,
,22,17,1557423802,
18, , ,1557423803,
, , ,1557423804,
,17,17,1557423804,
17, , ,1557423805,
, , ,1557423806,
,17,17,1557423806,
18, , ,1557423807,
, , ,1557423808,
,17,17,1557423808,
17, , ,1557423809,
, , ,1557423810,
,16,17,1557423810,
18, , ,1557423811,
, , ,1557423812,
,19,17,1557423812,
18, , ,1557423813,
, , ,1557423814,
,17,17,1557423814,
18, , ,1557423815,
, , ,1557423816,
,18,17,1557423816,
19, , ,1557423817,
, , ,1557423818,
,17,17,1557423818,
18, , ,1557423819,
, , ,1557423820,
,17,17,1557423820,
18, , ,1557423821,
, , ,1557423822,
,17,17,1557423823,
18, , ,1557423823,
, , ,1557423824,
,17,16,1557423825,
18, , ,1557423825,
, , ,1557423826,
,17,17,1557423827,
18, , ,1557423827,
, , ,1557423828,
,18,17,1557423829,
18, , ,1557423829,
, , ,1557423830,
,17,17,1557423831,
18, , ,1557423832,
, , ,1557423832,
,17,19,1557423833,
18, , ,1557423834,
, , ,1557423834,
,17,20,1557423835,
18, , ,1557423836,
, , ,1557423836,
,17,17,1557423837,
18, , ,1557423838,
, , ,1557423838,
,16,17,1557423839,
18, , ,1557423840,
, , ,1557423840,
,17,17,1557423841,
17, , ,1557423842,
, , ,1557423843,
,17,17,1557423843,
18, , ,1557423844,
, , ,1557423845,
,16,17,1557423845,
18, , ,1557423846,
, , ,1557423847,
,17,17,1557423847,
20, , ,1557423848,
, , ,1557423849,
,16,17,1557423849,
18, , ,1557423850,
, , ,1557423851,
,17,17,1557423851,
18, , ,1557423852,
, , ,1557423853,
,17,17,1557423853,
18, , ,1557423875,
, ,16,1557423876,
20, , ,1557423877,
, , ,1557423877,
,18,17,1557423878,
18, , ,1557423879,
, , ,1557423880,
,18,18,1557423880,
18, , ,1557423881,
, , ,1557423882,
,16,17,1557423882,
18, , ,1557423883,
, , ,1557423884,
,17,17,1557423884,
18, , ,1557423885,
, , ,1557423886,
,17,17,1557423886,
18, , ,1557423887,
, , ,1557423888,
,17,17,1557423888,
18, , ,1557423889,
, , ,1557423890,
,22,17,1557423890,
18, , ,1557423891,
, , ,1557423892,
,19,17,1557423892,
18, , ,1557423893,
, , ,1557423894,
,16,16,1557423894,
18, , ,1557423895,
, , ,1557423896,
,17,17,1557423896,
18, , ,1557423897,
, , ,1557423898,
,17,17,1557423899,
18, , ,1557423899,
, , ,1557423900,
,17,17,1557423901,
21, , ,1557423901,
, , ,1557423902,
,17,17,1557423903,
18, , ,1557423903,
, , ,1557423904,
,17,17,1557423905,
20, , ,1557423905,
, , ,1557423906,
,18,17,1557423907,
19, , ,1557423908,
, , ,1557423908,
,17,17,1557423909,
18, , ,1557423910,
, , ,1557423910,
,17,17,1557423911,
18, , ,1557423912,
, , ,1557423912,
,18,17,1557423913,
18, , ,1557423914,
, , ,1557423914,
,18,17,1557423915,
18, , ,1557423916,
, , ,1557423917,
,17,17,1557423917,
18, , ,1557423918,
, , ,1557423919,
,17,17,1557423919,
18, , ,1557423920,
, , ,1557423921,
,17,17,1557423921,
18, , ,1557423922,
, , ,1557423923,
,16,17,1557423923,
18, , ,1557423924,
, , ,1557423925,
,17,17,1557423925,
18, , ,1557423926,
, , ,1557423927,
,16,17,1557423927,
18, , ,1557423928,
, , ,1557423929,
,17,17,1557423929,
18, , ,1557423930,
, , ,1557423931,
,17,17,1557423931,
17, , ,1557423932,
, , ,1557423933,
,17,17,1557423933,
17, , ,1557423934,
, , ,1557423935,
,20,16,1557423936,
19, , ,1557423936,
, , ,1557423937,
,19,17,1557423938,
18, , ,1557423938,
, , ,1557423939,
,17,17,1557423940,
18, , ,1557423940,
, , ,1557423941,
,17,17,1557423942,
18, , ,1557423942,
, , ,1557423943,
,17,17,1557423944,
18, , ,1557423944,
, , ,1557423945,
,17,17,1557423946,
18, , ,1557423947,
, , ,1557423947,
,17,17,1557423948,
18, , ,1557423949,
, , ,1557423949,
,17,17,1557423950,
18, , ,1557423951,
, , ,1557423951,
,17,17,1557423952,
18, , ,1557423953,
, , ,1557423953,
,17,18,1557423954,
18, , ,1557423955,
, , ,1557423956,
,17,17,1557423956,
18, , ,1557423957,
, , ,1557423958,
,18,17,1557423958,
18, , ,1557423959,
, , ,1557423960,
,17,17,1557423960,
18, , ,1557423961,
, , ,1557423962,
,16,17,1557423962,
18, , ,1557423963,
, , ,1557423964,
,16,17,1557423964,
18, , ,1557423965,
, , ,1557423966,
,18,21,1557423966,
19, , ,1557423967,
, , ,1557423968,
,17,17,1557423968,
18, , ,1557423969,
, , ,1557423970,
,17,17,1557423970,
18, , ,1557423971,
, , ,1557423972,
,17,17,1557423972,
18, , ,1557423973,
, , ,1557423974,
,17,17,1557423975,
18, , ,1557423975,
, , ,1557423976,
,17,17,1557423977,
18, , ,1557423977,
, , ,1557423978,
,23,17,1557423979,
18, , ,1557423979,
, , ,1557423980,
,17,17,1557423981,
18, , ,1557423981,
, , ,1557423982,
,17,17,1557423983,
18, , ,1557423984,
, , ,1557423984,
,17,17,1557423985,
18, , ,1557423986,
, , ,1557423986,
,17,17,1557423987,
18, , ,1557423988,
, , ,1557423988,
,17,16,1557423989,
19, , ,1557423990,
, , ,1557423990,
,17,17,1557423991,
21, , ,1557423992,
, , ,1557423992,
,17,17,1557423993,
18, , ,1557423994,
, , ,1557423995,
,18,17,1557423995,
18, , ,1557423996,
, , ,1557423997,
,19,17,1557423997,
18, , ,1557423998,
, , ,1557424020,
,17, ,1557424021,
,17,17,1557424022,
19, , ,1557424023,
, , ,1557424023,
,19,17,1557424024,
18, , ,1557424025,
, , ,1557424025,
,18,16,1557424026,
19, , ,1557424027,
, , ,1557424027,
,17,17,1557424028,
18, , ,1557424029,
, , ,1557424029,
,17,17,1557424030,
18, , ,1557424031,
, , ,1557424032,
,17,17,1557424032,
18, , ,1557424033,
, , ,1557424034,
,17,17,1557424034,
18, , ,1557424035,
, , ,1557424036,
,17,17,1557424036,
18, , ,1557424037,
, , ,1557424038,
,17,17,1557424038,
18, , ,1557424039,
, , ,1557424040,
,17,17,1557424040,
19, , ,1557424041,
, , ,1557424042,
,17,17,1557424042,
18, , ,1557424043,
, , ,1557424044,
,17,18,1557424044,
18, , ,1557424045,
, , ,1557424046,
,17,17,1557424046,
18, , ,1557424047,
, , ,1557424048,
,17,17,1557424049,
18, , ,1557424049,
, , ,1557424050,
,17,17,1557424051,
18, , ,1557424051,
, , ,1557424052,
,17,18,1557424053,
18, , ,1557424053,
, , ,1557424054,
,17,17,1557424055,
18, , ,1557424055,
, , ,1557424056,
,20,17,1557424057,
18, , ,1557424057,
, , ,1557424058,
,17,17,1557424059,
18, , ,1557424060,
, , ,1557424060,
,17,20,1557424061,
18, , ,1557424062,
, , ,1557424062,
,17,17,1557424063,
18, , ,1557424064,
, , ,1557424064,
,17,18,1557424065,
18, , ,1557424066,
, , ,1557424066,
,17,18,1557424067,
18, , ,1557424068,
, , ,1557424068,
,23,17,1557424069,
19, , ,1557424070,
, , ,1557424071,
,16,18,1557424071,
21, , ,1557424072,
, , ,1557424073,
,17,17,1557424073,
19, , ,1557424074,
, , ,1557424075,
,17,17,1557424075,
18, , ,1557424076,
, , ,1557424077,
,17,17,1557424077,
18, , ,1557424078,
, , ,1557424079,
,17,17,1557424079,
20, , ,1557424080,
, , ,1557424081,
,17,17,1557424081,
20, , ,1557424082,
, , ,1557424083,
,17,17,1557424083,
19, , ,1557424084,
, , ,1557424085,
,17,19,1557424085,
20, , ,1557424086,
, , ,1557424087,
,17,17,1557424088,
19, , ,1557424088,
, , ,1557424089,
,17,17,1557424090,
18, , ,1557424090,
, , ,1557424091,
,17,17,1557424092,
18, , ,1557424092,
, , ,1557424093,
,18,17,1557424094,
18, , ,1557424094,
, , ,1557424095,
,17,17,1557424096,
18, , ,1557424096,
, , ,1557424097,
,17,17,1557424098,
18, , ,1557424099,
, , ,1557424099,
,17,17,1557424100,
18, , ,1557424101,
, , ,1557424101,
,17,17,1557424102,
19, , ,1557424103,
, , ,1557424103,
,17,17,1557424104,
18, , ,1557424105,
, , ,1557424105,
,18,17,1557424106,
18, , ,1557424107,
, , ,1557424108,
,17,17,1557424108,
18, , ,1557424109,
, , ,1557424110,
,18,17,1557424110,
19, , ,1557424111,
, , ,1557424112,
,19,17,1557424112,
18, , ,1557424113,
, , ,1557424114,
,17,17,1557424114,
18, , ,1557424115,
, , ,1557424116,
,20,20,1557424116,
22, , ,1557424117,
, , ,1557424118,
,18,17,1557424118,
18, , ,1557424119,
, , ,1557424120,
,17,17,1557424120,
18, , ,1557424121,
, , ,1557424122,
,17,17,1557424122,
18, , ,1557424123,
, , ,1557424124,
,17,17,1557424124,
19, , ,1557424125,
, , ,1557424126,
,17,17,1557424127,
18, , ,1557424127,
, , ,1557424128,
,18,17,1557424129,
18, , ,1557424129,
, , ,1557424130,
,17,17,1557424131,
18, , ,1557424131,
, , ,1557424132,
,17,17,1557424133,
18, , ,1557424133,
, , ,1557424134,
,17,17,1557424135,
19, , ,1557424136,
, , ,1557424136,
,17,17,1557424137,
19, , ,1557424138,
, , ,1557424138,
,18,17,1557424139,
18, , ,1557424140,
, , ,1557424162,
,17, ,1557424163,
,18,17,1557424164,
18, , ,1557424164,
, , ,1557424165,
,17,17,1557424166,
18, , ,1557424166,
, , ,1557424167,
,17,17,1557424168,
18, , ,1557424168,
, , ,1557424169,
,17,17,1557424170,
22, , ,1557424170,
, , ,1557424171,
,16,16,1557424172,
19, , ,1557424172,
, , ,1557424173,
,17,17,1557424174,
20, , ,1557424175,
, , ,1557424175,
,17,16,1557424176,
20, , ,1557424177,
, , ,1557424177,
,17,17,1557424178,
18, , ,1557424179,
, , ,1557424179,
,17,17,1557424180,
18, , ,1557424181,
, , ,1557424181,
,16,17,1557424182,
17, , ,1557424183,
, , ,1557424184,
,17,17,1557424184,
18, , ,1557424185,
, , ,1557424186,
,16,17,1557424186,
18, , ,1557424187,
, , ,1557424188,
,16,17,1557424188,
18, , ,1557424189,
, , ,1557424190,
,17,17,1557424190,
18, , ,1557424191,
, , ,1557424192,
,17,17,1557424192,
19, , ,1557424193,
, , ,1557424194,
,17,17,1557424194,
18, , ,1557424195,
, , ,1557424196,
,18,17,1557424196,
17, , ,1557424197,
, , ,1557424198,
,17,17,1557424198,
18, , ,1557424199,
, , ,1557424200,
,17,17,1557424200,
18, , ,1557424201,
, , ,1557424202,
,17,17,1557424203,
18, , ,1557424203,
, , ,1557424204,
,19,17,1557424205,
19, , ,1557424205,
, , ,1557424206,
,21,17,1557424207,
19, , ,1557424207,
, , ,1557424208,
,17,17,1557424209,
18, , ,1557424209,
, , ,1557424210,
,17,17,1557424211,
18, , ,1557424212,
, , ,1557424212,
,18,18,1557424213,
17, , ,1557424214,
, , ,1557424214,
,16,17,1557424215,
22, , ,1557424216,
, , ,1557424216,
,17,17,1557424217,
17, , ,1557424218,
, , ,1557424218,
,16,17,1557424219,
18, , ,1557424220,
, , ,1557424221,
,17,17,1557424221,
18, , ,1557424222,
, , ,1557424223,
,16,17,1557424223,
18, , ,1557424224,
, , ,1557424225,
,17,17,1557424225,
18, , ,1557424226,
, , ,1557424227,
,17,17,1557424227,
18, , ,1557424228,
, , ,1557424229,
,18,17,1557424229,
18, , ,1557424230,
, , ,1557424231,
,17,17,1557424231,
18, , ,1557424232,
, , ,1557424233,
,17,17,1557424233,
18, , ,1557424234,
, , ,1557424235,
,17,19,1557424235,
18, , ,1557424236,
, , ,1557424237,
,17,17,1557424238,
19, , ,1557424238,
, , ,1557424239,
,16,21,1557424240,
18, , ,1557424240,
, , ,1557424241,
,16,18,1557424242,
18, , ,1557424242,
, , ,1557424243,
,18,18,1557424244,
18, , ,1557424244,
, , ,1557424245,
,19,17,1557424246,
18, , ,1557424246,
, , ,1557424247,
,17,17,1557424248,
18, , ,1557424248,
, , ,1557424249,
,17,17,1557424250,
18, , ,1557424251,
, , ,1557424251,
,17,18,1557424252,
18, , ,1557424253,
, , ,1557424253,
,18,17,1557424254,
18, , ,1557424255,
, , ,1557424255,
,17,17,1557424256,
18, , ,1557424257,
, , ,1557424257,
,16,17,1557424258,
20, , ,1557424259,
, , ,1557424260,
,17,17,1557424260,
20, , ,1557424261,
, , ,1557424262,
,17,18,1557424262,
24, , ,1557424263,
, , ,1557424264,
,17,17,1557424264,
19, , ,1557424265,
, , ,1557424266,
,17,17,1557424266,
21, , ,1557424267,
, , ,1557424268,
,19,17,1557424268,
21, , ,1557424269,
, , ,1557424270,
,17,17,1557424270,
19, , ,1557424271,
, , ,1557424272,
,17,17,1557424272,
19, , ,1557424273,
, , ,1557424274,
,17,17,1557424274,
18, , ,1557424275,
, , ,1557424276,
,17,17,1557424276,
18, , ,1557424277,
, , ,1557424278,
,19,17,1557424279,
20, , ,1557424279,
, , ,1557424280,
,17,17,1557424281,
18, , ,1557424281,
, , ,1557424282,
,17,18,1557424283,
19, , ,1557424283,
, ,20,1557424305,
,18, ,1557424306,
, , ,1557424307,
,17,20,1557424307,
22, , ,1557424308,
, , ,1557424309,
,17,20,1557424309,
23, , ,1557424310,
, , ,1557424311,
,19,20,1557424311,
22, , ,1557424312,
, , ,1557424313,
,18,19,1557424313,
20, , ,1557424314,
, , ,1557424315,
,17,19,1557424316,
19, , ,1557424316,
, , ,1557424317,
,17,18,1557424318,
20, , ,1557424318,
, , ,1557424319,
,17,19,1557424320,
19, , ,1557424320,
, , ,1557424321,
,18,18,1557424322,
18, , ,1557424322,
, , ,1557424323,
,17,18,1557424324,
19, , ,1557424324,
, , ,1557424325,
,17,21,1557424326,
21, , ,1557424327,
, , ,1557424327,
,19,18,1557424328,
22, , ,1557424329,
, , ,1557424329,
,16,17,1557424330,
19, , ,1557424331,
, , ,1557424331,
,17,17,1557424332,
19, , ,1557424333,
, , ,1557424333,
,17,17,1557424334,
19, , ,1557424335,
, , ,1557424336,
,17,17,1557424336,
19, , ,1557424337,
, , ,1557424338,
,16,17,1557424338,
20, , ,1557424339,
, , ,1557424340,
,17,17,1557424340,
18, , ,1557424341,
, , ,1557424342,
,17,17,1557424342,
18, , ,1557424343,
, , ,1557424344,
,17,17,1557424344,
18, , ,1557424345,
, , ,1557424346,
,17,17,1557424346,
18, , ,1557424347,
, , ,1557424348,
,17,17,1557424348,
19, , ,1557424349,
, , ,1557424350,
,17,17,1557424350,
22, , ,1557424351,
, , ,1557424352,
,16,17,1557424352,
24, , ,1557424353,
, , ,1557424354,
,17,17,1557424355,
20, , ,1557424355,
, , ,1557424356,
,16,17,1557424357,
21, , ,1557424357,
, , ,1557424358,
,17,17,1557424359,
19, , ,1557424359,
, , ,1557424360,
,17,17,1557424361,
20, , ,1557424361,
, , ,1557424362,
,17,17,1557424363,
21, , ,1557424364,
, , ,1557424364,
,17,17,1557424365,
18, , ,1557424366,
, , ,1557424366,
,18,17,1557424367,
19, , ,1557424368,
, , ,1557424368,
,18,17,1557424369,
18, , ,1557424370,
, , ,1557424370,
,17,17,1557424371,
20, , ,1557424372,
, , ,1557424373,
,17,17,1557424373,
18, , ,1557424374,
, , ,1557424375,
,17,17,1557424375,
18, , ,1557424376,
, , ,1557424377,
,17,17,1557424377,
18, , ,1557424378,
, , ,1557424379,
,17,17,1557424379,
18, , ,1557424380,
, , ,1557424381,
,21,17,1557424381,
18, , ,1557424382,
, , ,1557424383,
,17,17,1557424383,
18, , ,1557424384,
, , ,1557424385,
,17,16,1557424385,
19, , ,1557424386,
, , ,1557424387,
,18,17,1557424387,
19, , ,1557424388,
, , ,1557424389,
,18,17,1557424389,
19, , ,1557424390,
, , ,1557424391,
,16,17,1557424392,
18, , ,1557424392,
, , ,1557424393,
,18,17,1557424394,
18, , ,1557424394,
, , ,1557424395,
,17,18,1557424396,
19, , ,1557424396,
, , ,1557424397,
,17,17,1557424398,
19, , ,1557424398,
, , ,1557424399,
,17,17,1557424400,
19, , ,1557424401,
, , ,1557424401,
,17,18,1557424402,
18, , ,1557424403,
, , ,1557424403,
,16,17,1557424404,
18, , ,1557424405,
, , ,1557424405,
,17,17,1557424406,
18, , ,1557424407,
, , ,1557424407,
,17,17,1557424408,
18, , ,1557424409,
, , ,1557424409,
,17,17,1557424410,
17, , ,1557424411,
, , ,1557424412,
,16,17,1557424412,
18, , ,1557424413,
, , ,1557424414,
,17,17,1557424414,
18, , ,1557424415,
, , ,1557424416,
,17,17,1557424416,
20, , ,1557424417,
, , ,1557424418,
,18,17,1557424418,
18, , ,1557424419,
, , ,1557424420,
,17,17,1557424420,
17, , ,1557424421,
, , ,1557424422,
,17,17,1557424422,
18, , ,1557424423,
, , ,1557424424,
,17,17,1557424424,
19, , ,1557424425,
, , ,1557424426,
,16,17,1557424426,
18, , ,1557424427,
, , ,1557424428,
,20,17,1557424428,
18, , ,1557424451,
, ,17,1557424451,
18, , ,1557424452,
, , ,1557424453,
,17,17,1557424453,
18, , ,1557424454,
, , ,1557424455,
,17,17,1557424455,
18, , ,1557424456,
, , ,1557424457,
,17,17,1557424457,
18, , ,1557424458,
, , ,1557424459,
,17,18,1557424459,
19, , ,1557424460,
, , ,1557424461,
,17,17,1557424461,
19, , ,1557424462,
, , ,1557424463,
,17,18,1557424463,
18, , ,1557424464,
, , ,1557424465,
,16,17,1557424466,
17, , ,1557424466,
, , ,1557424467,
,17,17,1557424468,
18, , ,1557424468,
, , ,1557424469,
,16,17,1557424470,
18, , ,1557424470,
, , ,1557424471,
,20,17,1557424472,
18, , ,1557424472,
, , ,1557424473,
,18,17,1557424474,
18, , ,1557424474,
, , ,1557424475,
,17,16,1557424476,
19, , ,1557424476,
, , ,1557424477,
,18,17,1557424478,
18, , ,1557424479,
, , ,1557424479,
,18,17,1557424480,
18, , ,1557424481,
, , ,1557424481,
,17,17,1557424482,
18, , ,1557424483,
, , ,1557424484,
,17,17,1557424484,
18, , ,1557424485,
, , ,1557424486,
,17,17,1557424486,
22, , ,1557424487,
, , ,1557424488,
,16,17,1557424488,
19, , ,1557424489,
, , ,1557424490,
,17,17,1557424490,
18, , ,1557424491,
, , ,1557424492,
,17,17,1557424492,
19, , ,1557424493,
, , ,1557424494,
,17,17,1557424494,
18, , ,1557424495,
, , ,1557424496,
,17,17,1557424496,
18, , ,1557424497,
, , ,1557424498,
,17,17,1557424498,
17, , ,1557424499,
, , ,1557424500,
,16,17,1557424500,
18, , ,1557424501,
, , ,1557424502,
,17,17,1557424502,
18, , ,1557424503,
, , ,1557424504,
,17,17,1557424504,
20, , ,1557424505,
, , ,1557424506,
,18,17,1557424507,
20, , ,1557424507,
, , ,1557424508,
,17,17,1557424509,
18, , ,1557424509,
, , ,1557424510,
,17,17,1557424511,
19, , ,1557424511,
, , ,1557424512,
,17,17,1557424513,
18, , ,1557424513,
, , ,1557424514,
,17,17,1557424515,
18, , ,1557424516,
, , ,1557424516,
,17,17,1557424517,
18, , ,1557424518,
, , ,1557424518,
,19,17,1557424519,
18, , ,1557424520,
, , ,1557424520,
,18,17,1557424521,
18, , ,1557424522,
, , ,1557424522,
,19,17,1557424523,
18, , ,1557424524,
, , ,1557424524,
,18,17,1557424525,
17, , ,1557424526,
, , ,1557424527,
,16,17,1557424527,
18, , ,1557424528,
, , ,1557424529,
,17,17,1557424529,
21, , ,1557424530,
, , ,1557424531,
,16,17,1557424531,
23, , ,1557424532,
, , ,1557424533,
,17,17,1557424533,
18, , ,1557424534,
, , ,1557424535,
,17,16,1557424535,
18, , ,1557424536,
, , ,1557424537,
,16,17,1557424537,
20, , ,1557424538,
, , ,1557424539,
,16,17,1557424539,
18, , ,1557424540,
, , ,1557424541,
,17,17,1557424541,
18, , ,1557424542,
, , ,1557424543,
,17,17,1557424544,
18, , ,1557424544,
, , ,1557424545,
,17,16,1557424546,
18, , ,1557424546,
, , ,1557424547,
,17,17,1557424548,
18, , ,1557424548,
, , ,1557424549,
,16,21,1557424550,
18, , ,1557424550,
, , ,1557424551,
,16,17,1557424552,
19, , ,1557424552,
, , ,1557424553,
,17,17,1557424554,
18, , ,1557424555,
, , ,1557424555,
,17,17,1557424556,
18, , ,1557424557,
, , ,1557424557,
,16,17,1557424558,
18, , ,1557424559,
, , ,1557424559,
,17,17,1557424560,
18, , ,1557424561,
, , ,1557424561,
,17,17,1557424562,
18, , ,1557424563,
, , ,1557424564,
,17,17,1557424564,
19, , ,1557424565,
, , ,1557424566,
,16,17,1557424566,
19, , ,1557424567,
, , ,1557424568,
,18,17,1557424568,
18, , ,1557424569,
, , ,1557424570,
,17,17,1557424570,
18, , ,1557424571,
, , ,1557424572,
,16,17,1557424572,
18, , ,1557424573,
, , ,1557424596,
,17, ,1557424596,
,17,16,1557424597,
19, , ,1557424598,
, , ,1557424598,
,17,17,1557424599,
19, , ,1557424600,
, , ,1557424601,
,17,17,1557424601,
18, , ,1557424602,
, , ,1557424603,
,16,17,1557424603,
17, , ,1557424604,
, , ,1557424605,
,17,17,1557424605,
17, , ,1557424606,
, , ,1557424607,
,27,17,1557424607,
18, , ,1557424608,
, , ,1557424609,
,18,17,1557424609,
17, , ,1557424610,
, , ,1557424611,
,18,17,1557424611,
19, , ,1557424612,
, , ,1557424613,
,17,16,1557424613,
18, , ,1557424614,
, , ,1557424615,
,16,17,1557424615,
18, , ,1557424616,
, , ,1557424617,
,17,17,1557424617,
20, , ,1557424618,
, , ,1557424619,
,17,17,1557424620,
18, , ,1557424620,
, , ,1557424621,
,17,17,1557424622,
18, , ,1557424622,
, , ,1557424623,
,18,17,1557424624,
18, , ,1557424624,
, , ,1557424625,
,16,16,1557424626,
20, , ,1557424626,
, , ,1557424627,
,17,17,1557424628,
17, , ,1557424628,
, , ,1557424629,
,17,17,1557424630,
18, , ,1557424631,
, , ,1557424631,
,17,17,1557424632,
18, , ,1557424633,
, , ,1557424633,
,17,17,1557424634,
18, , ,1557424635,
, , ,1557424635,
,17,17,1557424636,
18, , ,1557424637,
, , ,1557424637,
,17,21,1557424638,
17, , ,1557424639,
, , ,1557424640,
,17,18,1557424640,
18, , ,1557424641,
, , ,1557424642,
,17,19,1557424642,
18, , ,1557424643,
, , ,1557424644,
,17,17,1557424644,
20, , ,1557424645,
, , ,1557424646,
,17,17,1557424646,
18, , ,1557424647,
, , ,1557424648,
,17,17,1557424648,
18, , ,1557424649,
, , ,1557424650,
,17,17,1557424650,
18, , ,1557424651,
, , ,1557424652,
,16,17,1557424652,
18, , ,1557424653,
, , ,1557424654,
,18,17,1557424654,
18, , ,1557424655,
, , ,1557424656,
,18,19,1557424656,
20, , ,1557424657,
, , ,1557424658,
,16,16,1557424659,
18, , ,1557424659,
, , ,1557424660,
,17,17,1557424661,
18, , ,1557424661,
, , ,1557424662,
,17,17,1557424663,
21, , ,1557424663,
, , ,1557424664,
,17,17,1557424665,
18, , ,1557424665,
, , ,1557424666,
,17,17,1557424667,
21, , ,1557424668,
, , ,1557424668,
,17,17,1557424669,
18, , ,1557424670,
, , ,1557424670,
,17,17,1557424671,
18, , ,1557424672,
, , ,1557424672,
,17,17,1557424673,
18, , ,1557424674,
, , ,1557424674,
,17,17,1557424675,
18, , ,1557424676,
, , ,1557424676,
,17,17,1557424677,
18, , ,1557424678,
, , ,1557424679,
,18,17,1557424679,
18, , ,1557424680,
, , ,1557424681,
,17,17,1557424681,
19, , ,1557424682,
, , ,1557424683,
,17,18,1557424683,
19, , ,1557424684,
, , ,1557424685,
,17,17,1557424685,
18, , ,1557424686,
, , ,1557424687,
,19,17,1557424687,
19, , ,1557424688,
, , ,1557424689,
,18,17,1557424689,
18, , ,1557424690,
, , ,1557424691,
,17,17,1557424691,
19, , ,1557424692,
, , ,1557424693,
,17,17,1557424693,
18, , ,1557424694,
, , ,1557424695,
,17,17,1557424696,
18, , ,1557424696,
, , ,1557424697,
,17,17,1557424698,
18, , ,1557424698,
, , ,1557424699,
,18,17,1557424700,
18, , ,1557424700,
, , ,1557424701,
,22,17,1557424702,
18, , ,1557424702,
, , ,1557424703,
,17,17,1557424704,
18, , ,1557424704,
, , ,1557424705,
,17,17,1557424706,
18, , ,1557424707,
, , ,1557424707,
,17,17,1557424708,
20, , ,1557424709,
, , ,1557424709,
,17,17,1557424710,
18, , ,1557424711,
, , ,1557424711,
,17,17,1557424712,
18, , ,1557424713,
, , ,1557424713,
,18,17,1557424714,
18, , ,1557424715,
, , ,1557424716,
,17,17,1557424716,
19, , ,1557424717,
, , ,1557424718,
,19,17,1557424718,
18, , ,1557424740,
, ,17,1557424741,
18, , ,1557424741,
, , ,1557424742,
,17,17,1557424743,
18, , ,1557424744,
, , ,1557424744,
,17,17,1557424745,
18, , ,1557424746,
, , ,1557424746,
,17,17,1557424747,
20, , ,1557424748,
, , ,1557424748,
,17,17,1557424749,
19, , ,1557424750,
, , ,1557424750,
,17,17,1557424751,
23, , ,1557424752,
, , ,1557424753,
,17,17,1557424753,
17, , ,1557424754,
, , ,1557424755,
,17,17,1557424755,
21, , ,1557424756,
, , ,1557424757,
,17,17,1557424757,
19, , ,1557424758,
, , ,1557424759,
,17,17,1557424759,
18, , ,1557424760,
, , ,1557424761,
,17,17,1557424761,
18, , ,1557424762,
, , ,1557424763,
,17,17,1557424763,
18, , ,1557424764,
, , ,1557424765,
,17,17,1557424765,
18, , ,1557424766,
, , ,1557424767,
,17,17,1557424767,
18, , ,1557424768,
, , ,1557424769,
,17,17,1557424769,
18, , ,1557424770,
, , ,1557424771,
,17,17,1557424772,
18, , ,1557424772,
, , ,1557424773,
,19,17,1557424774,
19, , ,1557424774,
, , ,1557424775,
,17,17,1557424776,
