size1, size2, size3, timestamp
18, , , 1557398042
, , 17, 1557398044
, 17, , 1557398044
18, , , 1557398044
, , 17, 1557398046
, 17, , 1557398046
18, , , 1557398047
, , 17, 1557398048
, 17, , 1557398048
18, , , 1557398049
, , 17, 1557398050
, 17, , 1557398050
18, , , 1557398051
, , 17, 1557398052
, 17, , 1557398052
17, , , 1557398053
, , 17, 1557398054
, 17, , 1557398054
18, , , 1557398055
, , 17, 1557398056
, 17, , 1557398056
19, , , 1557398057
, , 17, 1557398058
, 17, , 1557398058
18, , , 1557398059
, , 17, 1557398060
, 17, , 1557398060
18, , , 1557398061
, , 17, 1557398062
, 17, , 1557398062
18, , , 1557398063
, , 17, 1557398064
, 17, , 1557398064
19, , , 1557398065
, , 17, 1557398066
, 17, , 1557398066
19, , , 1557398067
, , 24, 1557398068
, 17, , 1557398069
18, , , 1557398069
, , 17, 1557398070
, 17, , 1557398071
19, , , 1557398106
, , 17, 1557398107
, 18, , 1557398108
19, , , 1557398108
, , 18, 1557398109
, 18, , 1557398110
20, , , 1557398110
, , 17, 1557398111
, 17, , 1557398112
20, , , 1557398112
, , 17, 1557398113
, 17, , 1557398114
18, , , 1557398114
, , 16, 1557398115
, 17, , 1557398116
19, , , 1557398116
, , 17, 1557398117
, 17, , 1557398118
18, , , 1557398118
, , 17, 1557398119
, 17, , 1557398120
18, , , 1557398120
, , 17, 1557398122
, 17, , 1557398122
18, , , 1557398123
, , 18, 1557398124
, 17, , 1557398124
18, , , 1557398125
, , 17, 1557398126
, 17, , 1557398126
19, , , 1557398127
, , 16, 1557398128
, 18, , 1557398128
18, , , 1557398129
, , 17, 1557398130
, 17, , 1557398130
19, , , 1557398131
, , 17, 1557398132
, 18, , 1557398132
17, , , 1557398133
, , 17, 1557398134
, 17, , 1557398134
18, , , 1557398135
, , 17, 1557398136
, 17, , 1557398136
18, , , 1557398137
, , 17, 1557398138
, 18, , 1557398138
18, , , 1557398139
, , 17, 1557398140
, 17, , 1557398140
18, , , 1557398141
, , 17, 1557398142
, 17, , 1557398142
18, , , 1557398143
, , 17, 1557398144
, 17, , 1557398145
20, , , 1557398145
, , 19, 1557398146
, 17, , 1557398147
21, , , 1557398147
, , 17, 1557398148
, 17, , 1557398149
21, , , 1557398149
, , 17, 1557398150
, 17, , 1557398151
19, , , 1557398151
, , 17, 1557398152
, 17, , 1557398153
18, , , 1557398153
, , 17, 1557398154
, 17, , 1557398155
18, , , 1557398155
, , 18, 1557398156
, 17, , 1557398157
18, , , 1557398157
, , 17, 1557398159
, 16, , 1557398159
18, , , 1557398159
, , 17, 1557398161
, 16, , 1557398161
18, , , 1557398162
, , 17, 1557398163
, 17, , 1557398163
18, , , 1557398164
, , 17, 1557398165
, 17, , 1557398165
18, , , 1557398166
, , 17, 1557398167
, 17, , 1557398167
18, , , 1557398168
, , 17, 1557398169
, 17, , 1557398169
19, , , 1557398170
, , 18, 1557398171
, 20, , 1557398171
20, , , 1557398172
, , 17, 1557398173
, 19, , 1557398173
18, , , 1557398174
, , 17, 1557398175
, 17, , 1557398175
19, , , 1557398176
, , 20, 1557398177
, 18, , 1557398177
18, , , 1557398178
, , 17, 1557398179
, 18, , 1557398179
19, , , 1557398180
, , 17, 1557398181
, 17, , 1557398181
18, , , 1557398182
, , 17, 1557398183
, 17, , 1557398184
18, , , 1557398184
, , 17, 1557398185
, 17, , 1557398186
18, , , 1557398186
, , 16, 1557398187
, 17, , 1557398188
19, , , 1557398188
, , 17, 1557398189
, 17, , 1557398190
20, , , 1557398190
, , 17, 1557398191
, 17, , 1557398192
19, , , 1557398192
, , 17, 1557398193
, 18, , 1557398194
18, , , 1557398194
, , 17, 1557398195
, 17, , 1557398196
18, , , 1557398196
, , 17, 1557398198
, 17, , 1557398198
18, , , 1557398199
, , 17, 1557398200
, 17, , 1557398200
18, , , 1557398201
, , 18, 1557398202
, 17, , 1557398202
18, , , 1557398203
, , 17, 1557398204
, 17, , 1557398204
18, , , 1557398205
, , 21, 1557398206
, 17, , 1557398206
19, , , 1557398207
, , 17, 1557398208
, 18, , 1557398208
18, , , 1557398209
, , 18, 1557398210
, 17, , 1557398210
20, , , 1557398211
, , 17, 1557398212
, 17, , 1557398212
18, , , 1557398213
, , 17, 1557398214
, 17, , 1557398214
18, , , 1557398215
, , 17, 1557398216
, 17, , 1557398216
18, , , 1557398217
, , 17, 1557398218
, 18, , 1557398218
17, , , 1557398219
, , 17, 1557398220
, 17, , 1557398221
18, , , 1557398221
, , 17, 1557398222
, 17, , 1557398223
18, , , 1557398223
, , 17, 1557398224
, 17, , 1557398225
18, , , 1557398225
, , 17, 1557398226
, 17, , 1557398227
18, , , 1557398227
, , 17, 1557398228
, , 18, 1557398263
, 18, , 1557398264
21, , , 1557398264
, , 19, 1557398265
, 17, , 1557398266
21, , , 1557398266
, , 18, 1557398267
, 19, , 1557398268
20, , , 1557398268
, , 18, 1557398269
, 17, , 1557398270
19, , , 1557398270
, , 18, 1557398271
, 17, , 1557398272
19, , , 1557398272
, , 17, 1557398274
, 17, , 1557398274
19, , , 1557398275
, , 17, 1557398276
, 17, , 1557398276
19, , , 1557398277
, , 17, 1557398278
, 17, , 1557398278
19, , , 1557398279
, , 19, 1557398280
, 17, , 1557398280
21, , , 1557398281
, , 17, 1557398282
, 17, , 1557398282
20, , , 1557398283
, , 18, 1557398284
, 17, , 1557398284
21, , , 1557398285
, , 17, 1557398286
, 17, , 1557398286
19, , , 1557398287
, , 17, 1557398288
, 17, , 1557398288
18, , , 1557398289
, , 17, 1557398290
, 17, , 1557398290
18, , , 1557398291
, , 17, 1557398292
, 16, , 1557398292
18, , , 1557398293
, , 17, 1557398294
, 17, , 1557398294
19, , , 1557398295
, , 16, 1557398296
, 19, , 1557398297
19, , , 1557398297
, , 17, 1557398298
, 17, , 1557398299
18, , , 1557398299
, , 17, 1557398300
, 17, , 1557398301
19, , , 1557398301
, , 17, 1557398302
, 17, , 1557398303
18, , , 1557398303
, , 17, 1557398304
, 17, , 1557398305
18, , , 1557398305
, , 16, 1557398306
, 16, , 1557398307
18, , , 1557398307
, , 18, 1557398308
, 21, , 1557398309
18, , , 1557398309
, , 17, 1557398310
, 18, , 1557398311
19, , , 1557398311
, , 17, 1557398313
, 17, , 1557398313
18, , , 1557398314
, , 17, 1557398315
, 17, , 1557398315
18, , , 1557398316
, , 17, 1557398317
, 16, , 1557398317
18, , , 1557398318
, , 17, 1557398319
, 16, , 1557398319
18, , , 1557398320
, , 17, 1557398321
, 17, , 1557398321
18, , , 1557398322
, , 17, 1557398323
, 17, , 1557398323
22, , , 1557398324
, , 18, 1557398325
, 17, , 1557398325
21, , , 1557398326
, , 18, 1557398327
, 18, , 1557398327
19, , , 1557398328
, , 17, 1557398329
, 17, , 1557398329
18, , , 1557398330
, , 17, 1557398331
, 18, , 1557398331
19, , , 1557398332
, , 18, 1557398333
, 17, , 1557398334
18, , , 1557398334
, , 17, 1557398335
, 18, , 1557398336
19, , , 1557398336
, , 17, 1557398337
, 16, , 1557398338
18, , , 1557398338
, , 17, 1557398339
, 17, , 1557398340
19, , , 1557398340
, , 17, 1557398341
, 17, , 1557398342
18, , , 1557398342
, , 17, 1557398343
, 17, , 1557398344
18, , , 1557398344
, , 17, 1557398345
, 16, , 1557398346
18, , , 1557398346
, , 17, 1557398347
, 17, , 1557398348
18, , , 1557398348
, , 17, 1557398350
, 25, , 1557398350
17, , , 1557398351
, , 16, 1557398352
, 19, , 1557398352
18, , , 1557398353
, , 17, 1557398354
, 19, , 1557398354
18, , , 1557398355
, , 17, 1557398356
, 17, , 1557398356
19, , , 1557398357
, , 17, 1557398358
, 18, , 1557398358
18, , , 1557398359
, , 17, 1557398360
, 17, , 1557398360
18, , , 1557398361
, , 17, 1557398362
, 17, , 1557398362
18, , , 1557398363
, , 17, 1557398364
, 17, , 1557398364
18, , , 1557398365
, , 16, 1557398366
, 17, , 1557398366
18, , , 1557398367
, , 17, 1557398368
, 17, , 1557398368
18, , , 1557398369
, , 21, 1557398370
, 17, , 1557398370
21, , , 1557398371
, , 19, 1557398372
, 17, , 1557398373
21, , , 1557398373
, , 17, 1557398374
, 17, , 1557398375
18, , , 1557398375
, , 17, 1557398376
, 17, , 1557398377
19, , , 1557398377
, , 17, 1557398378
, 17, , 1557398379
18, , , 1557398379
, , 16, 1557398380
, 17, , 1557398381
18, , , 1557398381
, , 17, 1557398382
, 17, , 1557398383
18, , , 1557398383
20, , , 1557398418
, , 17, 1557398419
, 16, , 1557398420
17, , , 1557398420
, , 17, 1557398421
, 17, , 1557398422
18, , , 1557398422
, , 17, 1557398423
, 17, , 1557398424
18, , , 1557398424
, , 17, 1557398425
, 17, , 1557398426
18, , , 1557398427
, , 17, 1557398428
, 17, , 1557398428
18, , , 1557398429
, , 17, 1557398430
, 17, , 1557398430
18, , , 1557398431
, , 17, 1557398432
, 17, , 1557398432
18, , , 1557398433
, , 17, 1557398434
, 17, , 1557398434
18, , , 1557398435
, , 17, 1557398436
, 18, , 1557398436
18, , , 1557398437
, , 17, 1557398438
, 17, , 1557398438
17, , , 1557398439
, , 17, 1557398440
, 17, , 1557398440
18, , , 1557398441
, , 17, 1557398442
, 17, , 1557398442
19, , , 1557398443
, , 17, 1557398444
, 19, , 1557398444
18, , , 1557398445
, , 17, 1557398446
, 24, , 1557398446
19, , , 1557398447
, , 17, 1557398448
, 18, , 1557398449
19, , , 1557398449
, , 17, 1557398450
, 17, , 1557398451
18, , , 1557398451
, , 17, 1557398452
, 18, , 1557398453
18, , , 1557398453
, , 17, 1557398454
, 17, , 1557398455
19, , , 1557398455
, , 17, 1557398456
, 17, , 1557398457
18, , , 1557398457
, , 17, 1557398458
, 17, , 1557398459
18, , , 1557398459
, , 20, 1557398460
, 17, , 1557398461
18, , , 1557398462
, , 17, 1557398462
, 17, , 1557398463
23, , , 1557398463
, , 17, 1557398465
, 17, , 1557398465
19, , , 1557398466
, , 18, 1557398467
, 16, , 1557398467
19, , , 1557398468
, , 17, 1557398469
, 17, , 1557398469
19, , , 1557398470
, , 17, 1557398471
, 17, , 1557398471
18, , , 1557398472
, , 17, 1557398473
, 17, , 1557398473
18, , , 1557398474
, , 17, 1557398475
, 16, , 1557398475
19, , , 1557398476
, , 17, 1557398477
, 18, , 1557398477
18, , , 1557398478
, , 16, 1557398479
, 17, , 1557398479
18, , , 1557398480
, , 17, 1557398481
, 17, , 1557398481
18, , , 1557398482
, , 17, 1557398483
, 16, , 1557398483
18, , , 1557398484
, , 17, 1557398485
, 22, , 1557398485
18, , , 1557398486
, , 17, 1557398487
, 17, , 1557398488
18, , , 1557398488
, , 17, 1557398489
, 17, , 1557398490
18, , , 1557398490
, , 17, 1557398491
, 17, , 1557398492
18, , , 1557398492
, , 18, 1557398493
, 17, , 1557398494
21, , , 1557398494
, , 17, 1557398495
, 17, , 1557398496
20, , , 1557398496
, , 17, 1557398497
, 18, , 1557398498
18, , , 1557398498
, , 17, 1557398499
, 16, , 1557398500
18, , , 1557398500
, , 17, 1557398501
, 17, , 1557398502
18, , , 1557398502
, , 17, 1557398504
, 17, , 1557398504
18, , , 1557398505
, , 21, 1557398506
, 17, , 1557398506
18, , , 1557398507
, , 20, 1557398508
, 18, , 1557398508
18, , , 1557398509
, , 19, 1557398510
, 17, , 1557398510
18, , , 1557398511
, , 17, 1557398512
, 16, , 1557398512
18, , , 1557398513
, , 17, 1557398514
, 16, , 1557398514
18, , , 1557398515
, , 17, 1557398516
, 17, , 1557398516
18, , , 1557398517
, , 17, 1557398518
, 17, , 1557398518
19, , , 1557398519
, , 17, 1557398520
, 17, , 1557398520
18, , , 1557398521
, , 17, 1557398522
18, , , 1557398523
, , 17, 1557398524
, 17, , 1557398525
, 17, , 1557398525
18, , , 1557398525
, , 17, 1557398526
, 18, , 1557398527
18, , , 1557398527
, , 17, 1557398528
, 17, , 1557398529
18, , , 1557398529
, , 17, 1557398530
, 17, , 1557398531
18, , , 1557398531
, , 17, 1557398532
, 16, , 1557398533
18, , , 1557398533
, , 16, 1557398534
, 20, , 1557398535
18, , , 1557398535
, , 18, 1557398536
, 18, , 1557398537
19, , , 1557398537
, , 17, 1557398538
18, , , 1557398574
, , 17, 1557398575
, 17, , 1557398576
18, , , 1557398576
, , 17, 1557398577
, 17, , 1557398578
19, , , 1557398578
, , 17, 1557398580
, 17, , 1557398580
18, , , 1557398581
, , 17, 1557398582
, 17, , 1557398582
18, , , 1557398583
, , 17, 1557398584
, 16, , 1557398584
18, , , 1557398585
, , 17, 1557398586
, 17, , 1557398586
18, , , 1557398587
, , 17, 1557398588
, 17, , 1557398588
18, , , 1557398589
, , 17, 1557398590
, 17, , 1557398590
18, , , 1557398591
, , 17, 1557398592
, 17, , 1557398592
18, , , 1557398593
, , 17, 1557398594
, 17, , 1557398594
25, , , 1557398595
, , 16, 1557398596
, 17, , 1557398596
20, , , 1557398597
, , 20, 1557398598
, 17, , 1557398598
19, , , 1557398599
, , 17, 1557398600
, 16, , 1557398601
20, , , 1557398601
, , 17, 1557398602
, 17, , 1557398603
18, , , 1557398603
, , 17, 1557398604
, 17, , 1557398605
18, , , 1557398605
, , 17, 1557398606
, 17, , 1557398607
18, , , 1557398607
, , 17, 1557398608
, 17, , 1557398609
19, , , 1557398609
, , 17, 1557398610
, 17, , 1557398611
18, , , 1557398611
, , 17, 1557398612
, 16, , 1557398613
18, , , 1557398613
, , 17, 1557398614
, 16, , 1557398615
18, , , 1557398615
, , 17, 1557398616
, 17, , 1557398617
18, , , 1557398617
, , 17, 1557398619
, 17, , 1557398619
17, , , 1557398620
, , 17, 1557398621
, 17, , 1557398621
18, , , 1557398622
, , 17, 1557398623
, 22, , 1557398623
18, , , 1557398624
, , 17, 1557398625
, 17, , 1557398625
20, , , 1557398626
, , 18, 1557398627
, 17, , 1557398627
20, , , 1557398628
, , 18, 1557398629
, 17, , 1557398629
19, , , 1557398630
, , 17, 1557398631
, 17, , 1557398631
18, , , 1557398632
, , 17, 1557398633
, 18, , 1557398633
17, , , 1557398634
, , 17, 1557398635
, 17, , 1557398635
18, , , 1557398636
, , 17, 1557398637
, 17, , 1557398637
18, , , 1557398638
, , 17, 1557398639
, 18, , 1557398640
19, , , 1557398640
, , 17, 1557398641
, 18, , 1557398642
22, , , 1557398642
, , 17, 1557398643
, 17, , 1557398644
19, , , 1557398644
, , 17, 1557398645
, 17, , 1557398646
18, , , 1557398646
, , 17, 1557398647
, 17, , 1557398648
18, , , 1557398648
, , 17, 1557398649
, 17, , 1557398650
