size1, size2, size3, timestamp
18, , , 1557396892
, , 17, 1557396894
, 17, , 1557396894
18, , , 1557396894
, , 17, 1557396896
, 19, , 1557396896
17, , , 1557396896
, , 17, 1557396898
, 17, , 1557396898
18, , , 1557396899
, , 17, 1557396900
, 17, , 1557396900
18, , , 1557396901
, , 17, 1557396902
, 16, , 1557396902
18, , , 1557396903
, , 17, 1557396904
, 17, , 1557396904
19, , , 1557396905
, , 17, 1557396906
, 18, , 1557396906
17, , , 1557396907
, , 17, 1557396908
, 17, , 1557396908
18, , , 1557396909
, , 16, 1557396910
, 16, , 1557396910
18, , , 1557396911
, , 17, 1557396912
, 17, , 1557396912
18, , , 1557396913
, , 17, 1557396914
, 17, , 1557396914
18, , , 1557396915
, , 16, 1557396916
, 17, , 1557396916
18, , , 1557396917
, , 17, 1557396918
, 17, , 1557396918
18, , , 1557396919
, , 16, 1557396920
, 20, , 1557396920
18, , , 1557396921
, , 17, 1557396922
, 18, , 1557396922
18, , , 1557396923
, , 17, 1557396924
, 20, , 1557396924
18, , , 1557396925
, , 17, 1557396926
, 16, , 1557396926
21, , , 1557396927
, , 17, 1557396928
, 17, , 1557396929
18, , , 1557396929
, , 17, 1557396930
, 17, , 1557396931
18, , , 1557396931
, , 17, 1557396933
, 17, , 1557396933
18, , , 1557396933
, , 17, 1557396935
, 17, , 1557396935
18, , , 1557396935
, , 17, 1557396937
, 18, , 1557396937
18, , , 1557396938
, , 17, 1557396939
, 17, , 1557396939
18, , , 1557396940
, , 17, 1557396941
, 17, , 1557396941
18, , , 1557396942
, , 17, 1557396943
, 16, , 1557396943
18, , , 1557396944
, , 16, 1557396945
, 17, , 1557396945
18, , , 1557396946
, , 16, 1557396947
, 17, , 1557396947
18, , , 1557396948
, , 17, 1557396949
, 16, , 1557396949
23, , , 1557396950
, , 17, 1557396951
, 18, , 1557396951
18, , , 1557396952
, , 17, 1557396953
, 17, , 1557396953
18, , , 1557396954
, , 17, 1557396955
, 17, , 1557396955
18, , , 1557396956
, , 17, 1557396957
, 17, , 1557396957
18, , , 1557396958
, , 17, 1557396959
, 17, , 1557396959
18, , , 1557396960
, , 18, 1557396961
, 17, , 1557396961
18, , , 1557396962
, , 17, 1557396963
, 17, , 1557396963
18, , , 1557396964
, , 17, 1557396965
, 17, , 1557396966
18, , , 1557396966
, , 19, 1557396967
, 18, , 1557396968
19, , , 1557396968
, , 17, 1557397004
, 17, , 1557397005
19, , , 1557397005
, , 16, 1557397006
, 17, , 1557397007
19, , , 1557397007
, , 17, 1557397008
, 16, , 1557397009
19, , , 1557397009
, , 17, 1557397011
, 17, , 1557397011
18, , , 1557397011
, , 17, 1557397013
, 17, , 1557397013
18, , , 1557397014
, , 17, 1557397015
, 16, , 1557397015
18, , , 1557397016
, , 17, 1557397017
, 17, , 1557397017
18, , , 1557397018
, , 17, 1557397019
, 17, , 1557397019
19, , , 1557397020
, , 17, 1557397021
, 17, , 1557397021
19, , , 1557397022
, , 17, 1557397023
, 17, , 1557397023
17, , , 1557397024
, , 17, 1557397025
, 17, , 1557397025
18, , , 1557397026
, , 17, 1557397027
, 17, , 1557397027
18, , , 1557397028
, , 17, 1557397029
, 17, , 1557397029
18, , , 1557397030
, , 16, 1557397031
, 17, , 1557397031
19, , , 1557397032
, , 17, 1557397033
, 17, , 1557397033
19, , , 1557397034
, , 17, 1557397035
, 17, , 1557397035
20, , , 1557397036
, , 18, 1557397037
, 18, , 1557397037
19, , , 1557397038
, , 17, 1557397039
, 18, , 1557397039
19, , , 1557397040
, , 17, 1557397041
, 17, , 1557397041
19, , , 1557397042
, , 17, 1557397043
, 17, , 1557397044
18, , , 1557397044
, , 17, 1557397045
, 17, , 1557397046
19, , , 1557397046
, , 17, 1557397048
, 17, , 1557397048
19, , , 1557397048
, , 18, 1557397050
, 16, , 1557397050
19, , , 1557397050
, , 17, 1557397052
, 21, , 1557397052
19, , , 1557397053
, , 17, 1557397054
, 18, , 1557397054
18, , , 1557397055
, , 17, 1557397056
, 20, , 1557397056
19, , , 1557397057
, , 23, 1557397058
, 19, , 1557397058
18, , , 1557397059
, , 18, 1557397060
, 17, , 1557397060
18, , , 1557397061
, , 17, 1557397062
, 17, , 1557397062
18, , , 1557397063
, , 17, 1557397064
, 16, , 1557397064
18, , , 1557397065
, , 16, 1557397066
, 17, , 1557397066
18, , , 1557397067
, , 17, 1557397068
, 17, , 1557397068
18, , , 1557397069
, , 17, 1557397070
, 17, , 1557397070
18, , , 1557397071
, , 17, 1557397072
, 17, , 1557397072
18, , , 1557397073
, , 17, 1557397074
, 17, , 1557397074
18, , , 1557397075
, , 17, 1557397076
, 16, , 1557397076
18, , , 1557397077
, , 17, 1557397078
, 17, , 1557397078
18, , , 1557397079
, , 17, 1557397080
, 17, , 1557397081
18, , , 1557397081
, , 17, 1557397082
, 17, , 1557397083
18, , , 1557397083
, , 17, 1557397084
, 17, , 1557397085
18, , , 1557397085
, , 17, 1557397087
, 17, , 1557397087
19, , , 1557397087
, , 17, 1557397089
, 17, , 1557397089
18, , , 1557397090
, , 18, 1557397091
, 16, , 1557397091
18, , , 1557397092
, , 17, 1557397093
, 17, , 1557397093
18, , , 1557397094
, , 17, 1557397095
, 17, , 1557397095
19, , , 1557397096
, , 17, 1557397097
, 18, , 1557397097
18, , , 1557397098
, , 17, 1557397099
, 16, , 1557397099
18, , , 1557397100
, , 16, 1557397101
, 17, , 1557397101
18, , , 1557397102
, , 22, 1557397103
, 17, , 1557397103
21, , , 1557397104
, , 17, 1557397105
, 17, , 1557397105
18, , , 1557397106
, , 17, 1557397107
, 17, , 1557397107
22, , , 1557397108
, , 17, 1557397109
, 17, , 1557397109
17, , , 1557397110
, , 17, 1557397111
, 17, , 1557397111
18, , , 1557397112
, , 17, 1557397113
, 17, , 1557397113
18, , , 1557397114
, , 17, 1557397115
, 17, , 1557397115
18, , , 1557397116
, , 17, 1557397117
, 17, , 1557397117
18, , , 1557397118
, , 16, 1557397119
, 17, , 1557397120
18, , , 1557397120
, , 17, 1557397121
, 18, , 1557397122
18, , , 1557397122
, , 16, 1557397124
, 17, , 1557397124
18, , , 1557397124
, , 19, 1557397126
, 17, , 1557397126
, , 17, 1557397163
, 17, , 1557397163
18, , , 1557397163
, , 17, 1557397165
, 18, , 1557397165
18, , , 1557397166
, , 17, 1557397167
, 16, , 1557397167
18, , , 1557397168
, , 17, 1557397169
19, , , 1557397170
, , 17, 1557397171
, 17, , 1557397171
, 18, , 1557397171
19, , , 1557397172
, , 17, 1557397173
, 17, , 1557397173
20, , , 1557397174
, , 18, 1557397175
, 17, , 1557397175
19, , , 1557397176
, , 17, 1557397177
, 17, , 1557397177
20, , , 1557397178
, , 18, 1557397179
, 17, , 1557397179
20, , , 1557397180
, , 17, 1557397181
, 18, , 1557397181
19, , , 1557397182
, , 18, 1557397183
, 17, , 1557397183
19, , , 1557397184
, , 18, 1557397185
, 17, , 1557397185
25, , , 1557397186
, , 17, 1557397187
, 21, , 1557397187
18, , , 1557397188
, , 17, 1557397189
, 17, , 1557397189
19, , , 1557397190
, , 18, 1557397191
, 17, , 1557397191
19, , , 1557397192
, , 20, 1557397193
, 17, , 1557397193
18, , , 1557397194
, , 18, 1557397195
, 16, , 1557397196
18, , , 1557397196
, , 19, 1557397197
, 17, , 1557397198
21, , , 1557397198
, , 18, 1557397199
, 17, , 1557397200
18, , , 1557397200
, , 17, 1557397202
, 17, , 1557397202
18, , , 1557397202
, , 17, 1557397204
, 16, , 1557397204
19, , , 1557397205
, , 18, 1557397206
, 17, , 1557397206
19, , , 1557397207
, , 17, 1557397208
, 17, , 1557397208
18, , , 1557397209
, , 17, 1557397210
, 17, , 1557397210
18, , , 1557397211
, , 17, 1557397212
, 17, , 1557397212
19, , , 1557397213
, , 17, 1557397214
, 17, , 1557397214
18, , , 1557397215
, , 17, 1557397216
, 17, , 1557397216
19, , , 1557397217
, , 17, 1557397218
, 19, , 1557397218
18, , , 1557397219
, , 17, 1557397220
, 16, , 1557397220
19, , , 1557397221
, , 17, 1557397222
, 17, , 1557397222
19, , , 1557397223
, , 17, 1557397224
, 18, , 1557397224
18, , , 1557397225
, , 17, 1557397226
, 17, , 1557397226
18, , , 1557397227
, , 17, 1557397228
, 17, , 1557397228
18, , , 1557397229
, , 17, 1557397230
, 21, , 1557397230
18, , , 1557397231
, , 17, 1557397232
, 19, , 1557397233
18, , , 1557397233
, , 17, 1557397234
, 17, , 1557397235
18, , , 1557397235
, , 17, 1557397236
, 17, , 1557397237
18, , , 1557397237
, , 17, 1557397238
, 17, , 1557397239
18, , , 1557397239
, , 17, 1557397241
, 17, , 1557397241
18, , , 1557397241
, , 17, 1557397243
, 17, , 1557397243
19, , , 1557397244
, , 17, 1557397245
, 16, , 1557397245
25, , , 1557397246
, , 17, 1557397247
, 18, , 1557397247
19, , , 1557397248
, , 17, 1557397249
, 17, , 1557397249
18, , , 1557397250
, , 17, 1557397251
, 17, , 1557397251
18, , , 1557397252
, , 17, 1557397253
, 17, , 1557397253
18, , , 1557397254
, , 17, 1557397255
, 17, , 1557397255
18, , , 1557397256
, , 17, 1557397257
, 16, , 1557397257
18, , , 1557397258
, , 17, 1557397259
, 16, , 1557397259
18, , , 1557397260
, , 17, 1557397261
, 17, , 1557397261
19, , , 1557397262
, , 17, 1557397263
, 17, , 1557397263
19, , , 1557397264
, , 17, 1557397265
, 17, , 1557397265
19, , , 1557397266
, , 17, 1557397267
, 17, , 1557397267
18, , , 1557397268
, , 17, 1557397269
, 17, , 1557397269
19, , , 1557397270
, , 17, 1557397271
, 17, , 1557397272
18, , , 1557397272
, , 17, 1557397273
, 17, , 1557397274
18, , , 1557397274
, , 17, 1557397275
, 22, , 1557397276
19, , , 1557397276
, , 17, 1557397278
, 19, , 1557397278
19, , , 1557397278
, , 17, 1557397280
, 17, , 1557397280
18, , , 1557397281
, , 17, 1557397282
, 17, , 1557397282
18, , , 1557397283
18, , , 1557397322
, , 17, 1557397323
, 18, , 1557397323
18, , , 1557397324
, , 17, 1557397325
, 16, , 1557397325
18, , , 1557397326
, , 17, 1557397327
, 17, , 1557397327
18, , , 1557397328
, , 23, 1557397329
, 16, , 1557397329
18, , , 1557397330
, , 17, 1557397331
, 17, , 1557397331
18, , , 1557397332
, , 17, 1557397333
, 17, , 1557397333
23, , , 1557397334
, , 17, 1557397335
, 17, , 1557397335
19, , , 1557397336
, , 17, 1557397337
, 17, , 1557397337
18, , , 1557397338
, , 17, 1557397339
, 17, , 1557397339
18, , , 1557397340
, , 17, 1557397341
, 17, , 1557397341
18, , , 1557397342
, , 17, 1557397343
, 17, , 1557397343
18, , , 1557397344
, , 17, 1557397345
, 17, , 1557397345
18, , , 1557397346
, , 17, 1557397347
, 17, , 1557397348
19, , , 1557397348
, , 17, 1557397349
, 17, , 1557397350
18, , , 1557397350
, , 17, 1557397351
, 18, , 1557397352
18, , , 1557397352
, , 18, 1557397353
, 17, , 1557397354
18, , , 1557397354
, , 17, 1557397356
, 17, , 1557397356
18, , , 1557397357
, , 17, 1557397358
, 17, , 1557397358
18, , , 1557397359
, , 17, 1557397360
, 17, , 1557397360
19, , , 1557397361
, , 17, 1557397362
, 17, , 1557397362
18, , , 1557397363
, , 17, 1557397364
, 17, , 1557397364
18, , , 1557397365
, , 17, 1557397366
, 17, , 1557397366
19, , , 1557397367
, , 18, 1557397368
, 19, , 1557397368
18, , , 1557397369
, , 17, 1557397370
, 17, , 1557397370
19, , , 1557397371
, , 17, 1557397372
, 16, , 1557397372
19, , , 1557397373
, , 19, 1557397374
, 17, , 1557397374
18, , , 1557397375
, , 18, 1557397376
, 17, , 1557397376
21, , , 1557397377
, , 17, 1557397378
, 17, , 1557397378
18, , , 1557397379
, , 17, 1557397380
, 17, , 1557397380
18, , , 1557397381
, , 17, 1557397382
, 17, , 1557397382
18, , , 1557397383
, , 17, 1557397384
, 17, , 1557397385
18, , , 1557397385
, , 17, 1557397386
, 17, , 1557397387
19, , , 1557397387
, , 17, 1557397388
, 16, , 1557397389
19, , , 1557397389
, , 17, 1557397390
, 17, , 1557397391
18, , , 1557397391
, , 17, 1557397393
, 17, , 1557397393
19, , , 1557397393
, , 18, 1557397395
, 17, , 1557397395
19, , , 1557397396
, , 16, 1557397397
, 22, , 1557397397
18, , , 1557397398
, , 18, 1557397399
, 17, , 1557397399
18, , , 1557397400
, , 17, 1557397401
, 17, , 1557397401
18, , , 1557397402
, , 17, 1557397403
, 17, , 1557397403
18, , , 1557397404
, , 17, 1557397405
, 17, , 1557397405
18, , , 1557397406
, , 17, 1557397407
, 16, , 1557397407
18, , , 1557397408
, , 17, 1557397409
, 19, , 1557397409
19, , , 1557397410
, , 17, 1557397411
, 17, , 1557397411
19, , , 1557397412
, , 17, 1557397413
, 17, , 1557397413
18, , , 1557397414
, , 17, 1557397415
, 17, , 1557397415
18, , , 1557397416
, , 17, 1557397417
, 16, , 1557397417
18, , , 1557397418
, , 21, 1557397419
, 17, , 1557397419
19, , , 1557397420
, , 21, 1557397421
, 17, , 1557397421
19, , , 1557397422
, , 19, 1557397423
, 17, , 1557397424
22, , , 1557397424
, , 17, 1557397425
, 17, , 1557397426
22, , , 1557397426
, , 17, 1557397427
, 18, , 1557397428
18, , , 1557397428
, , 17, 1557397429
, 17, , 1557397430
19, , , 1557397430
, , 17, 1557397432
, 16, , 1557397432
18, , , 1557397432
, , 17, 1557397434
, 17, , 1557397434
18, , , 1557397435
, , 17, 1557397436
, 16, , 1557397436
18, , , 1557397437
, , 17, 1557397438
, 17, , 1557397438
18, , , 1557397439
, , 18, 1557397440
, 17, , 1557397440
19, , , 1557397441
, , 17, 1557397442
, 17, , 1557397442
18, , , 1557397443
18, , , 1557397478
, , 17, 1557397479
, 17, , 1557397479
18, , , 1557397480
, , 17, 1557397481
, 17, , 1557397481
18, , , 1557397482
, , 18, 1557397483
, 17, , 1557397483
18, , , 1557397484
, , 17, 1557397485
, 17, , 1557397485
19, , , 1557397486
, , 16, 1557397487
, 17, , 1557397487
18, , , 1557397488
, , 18, 1557397489
, 17, , 1557397489
19, , , 1557397490
, , 18, 1557397491
, 17, , 1557397491
18, , , 1557397492
, , 18, 1557397493
, 16, , 1557397493
18, , , 1557397494
, , 17, 1557397495
, 17, , 1557397495
18, , , 1557397496
, , 17, 1557397497
, 17, , 1557397497
18, , , 1557397498
, , 17, 1557397499
, 24, , 1557397500
18, , , 1557397500
, , 17, 1557397501
, 18, , 1557397502
18, , , 1557397502
, , 18, 1557397503
, 21, , 1557397504
18, , , 1557397504
, , 17, 1557397505
, 16, , 1557397506
18, , , 1557397506
, , 17, 1557397508
, 16, , 1557397508
18, , , 1557397508
, , 18, 1557397510
, 17, , 1557397510
18, , , 1557397511
, , 18, 1557397512
, 17, , 1557397512
24, , , 1557397513
, , 18, 1557397514
, 17, , 1557397514
18, , , 1557397515
, , 18, 1557397516
, 17, , 1557397516
22, , , 1557397517
, , 16, 1557397518
, 18, , 1557397518
18, , , 1557397519
, , 17, 1557397520
, 17, , 1557397520
18, , , 1557397521
, , 17, 1557397522
, 17, , 1557397522
18, , , 1557397523
, , 17, 1557397524
, 17, , 1557397524
18, , , 1557397525
, , 17, 1557397526
, 17, , 1557397526
19, , , 1557397527
, , 16, 1557397528
, 17, , 1557397528
18, , , 1557397529
, , 17, 1557397530
, 17, , 1557397530
18, , , 1557397531
, , 17, 1557397532
, 17, , 1557397532
17, , , 1557397533
, , 17, 1557397534
, 17, , 1557397534
19, , , 1557397535
, , 17, 1557397536
, 16, , 1557397537
19, , , 1557397537
, , 17, 1557397538
, 17, , 1557397539
18, , , 1557397539
, , 17, 1557397540
, 17, , 1557397541
18, , , 1557397541
, , 17, 1557397542
, 17, , 1557397543
18, , , 1557397543
, , 17, 1557397544
, 23, , 1557397545
19, , , 1557397545
, , 17, 1557397547
, 18, , 1557397547
18, , , 1557397548
, , 17, 1557397549
, 17, , 1557397549
19, , , 1557397550
, , 17, 1557397551
, 17, , 1557397551
19, , , 1557397552
, , 17, 1557397553
, 17, , 1557397553
18, , , 1557397554
, , 18, 1557397555
, 17, , 1557397555
18, , , 1557397556
, , 17, 1557397557
, 17, , 1557397557
25, , , 1557397558
, , 19, 1557397559
, 16, , 1557397559
23, , , 1557397560
, , 17, 1557397561
, 17, , 1557397561
17, , , 1557397562
, , 17, 1557397563
, 17, , 1557397563
18, , , 1557397564
, , 17, 1557397565
, 17, , 1557397565
19, , , 1557397566
, , 17, 1557397567
, 17, , 1557397567
18, , , 1557397568
, , 17, 1557397569
, 17, , 1557397569
18, , , 1557397570
, , 17, 1557397571
, 17, , 1557397571
18, , , 1557397572
, , 17, 1557397573
, 17, , 1557397573
18, , , 1557397574
, , 17, 1557397575
, 17, , 1557397576
19, , , 1557397576
, , 17, 1557397577
, 17, , 1557397578
19, , , 1557397578
, , 17, 1557397579
, 17, , 1557397580
18, , , 1557397580
, , 17, 1557397581
, 17, , 1557397582
18, , , 1557397582
, , 17, 1557397584
, 17, , 1557397584
18, , , 1557397584
, , 17, 1557397586
, 18, , 1557397586
18, , , 1557397587
, , 17, 1557397588
, 17, , 1557397588
18, , , 1557397589
, , 17, 1557397590
, 17, , 1557397590
18, , , 1557397591
, , 17, 1557397592
, 17, , 1557397592
18, , , 1557397593
, , 17, 1557397594
, 17, , 1557397594
18, , , 1557397595
, , 17, 1557397596
, 17, , 1557397596
18, , , 1557397597
, , 16, 1557397598
, 16, , 1557397598
, , 17, 1557397633
, 17, , 1557397633
18, , , 1557397634
, , 17, 1557397635
, 24, , 1557397635
19, , , 1557397636
, , 17, 1557397637
, 21, , 1557397637
18, , , 1557397638
, , 17, 1557397639
, 17, , 1557397639
18, , , 1557397640
, , 17, 1557397641
, 17, , 1557397641
18, , , 1557397642
, , 17, 1557397643
, 17, , 1557397643
18, , , 1557397644
, , 17, 1557397645
, 16, , 1557397645
19, , , 1557397646
, , 17, 1557397647
, 17, , 1557397647
19, , , 1557397648
, , 17, 1557397649
, 17, , 1557397649
23, , , 1557397650
, , 17, 1557397651
, 16, , 1557397652
20, , , 1557397652
, , 18, 1557397653
, 17, , 1557397654
18, , , 1557397654
, , 17, 1557397655
, 17, , 1557397656
18, , , 1557397656
, , 16, 1557397657
, 22, , 1557397658
18, , , 1557397658
, , 17, 1557397659
, 17, , 1557397660
18, , , 1557397660
, , 17, 1557397662
, 17, , 1557397662
17, , , 1557397663
, , 16, 1557397664
, 17, , 1557397664
18, , , 1557397665
, , 17, 1557397666
, 17, , 1557397666
19, , , 1557397667
, , 17, 1557397668
, 21, , 1557397668
18, , , 1557397669
, , 17, 1557397670
, 17, , 1557397670
19, , , 1557397671
, , 16, 1557397672
, 17, , 1557397672
18, , , 1557397673
, , 16, 1557397674
, 17, , 1557397674
18, , , 1557397675
, , 17, 1557397676
, 17, , 1557397676
18, , , 1557397677
, , 17, 1557397678
, 20, , 1557397678
17, , , 1557397679
, , 17, 1557397680
, 18, , 1557397680
18, , , 1557397681
, , 17, 1557397682
, 18, , 1557397682
18, , , 1557397683
, , 17, 1557397684
, 17, , 1557397684
17, , , 1557397685
, , 17, 1557397686
, 17, , 1557397686
18, , , 1557397687
, , 17, 1557397688
, 17, , 1557397689
18, , , 1557397689
, , 17, 1557397690
, 16, , 1557397691
18, , , 1557397691
, , 17, 1557397692
, 17, , 1557397693
18, , , 1557397693
, , 17, 1557397694
, 17, , 1557397695
19, , , 1557397695
, , 16, 1557397696
, 18, , 1557397697
18, , , 1557397697
, , 17, 1557397699
, 17, , 1557397699
18, , , 1557397699
, , 17, 1557397701
, 17, , 1557397701
18, , , 1557397702
, , 17, 1557397703
, 17, , 1557397703
18, , , 1557397704
, , 17, 1557397705
, 17, , 1557397705
18, , , 1557397706
, , 17, 1557397707
, 18, , 1557397707
18, , , 1557397708
, , 16, 1557397709
, 17, , 1557397709
19, , , 1557397710
, , 17, 1557397711
, 17, , 1557397711
18, , , 1557397712
, , 16, 1557397713
, 17, , 1557397713
18, , , 1557397714
, , 17, 1557397715
, 17, , 1557397715
17, , , 1557397716
, , 17, 1557397717
, 19, , 1557397717
18, , , 1557397718
, , 17, 1557397719
, 17, , 1557397719
18, , , 1557397720
, , 17, 1557397721
, 17, , 1557397721
18, , , 1557397722
, , 17, 1557397723
, 17, , 1557397723
18, , , 1557397724
, , 17, 1557397725
, 23, , 1557397726
18, , , 1557397726
, , 17, 1557397727
, 17, , 1557397728
18, , , 1557397728
, , 17, 1557397729
, 17, , 1557397730
18, , , 1557397730
, , 17, 1557397731
, 17, , 1557397732
18, , , 1557397732
, , 17, 1557397733
, 16, , 1557397734
18, , , 1557397734
, , 17, 1557397735
, 17, , 1557397736
18, , , 1557397736
, , 18, 1557397738
, 17, , 1557397738
18, , , 1557397738
, , 19, 1557397740
, 17, , 1557397740
19, , , 1557397741
, , 17, 1557397742
, 17, , 1557397742
18, , , 1557397743
, , 17, 1557397744
, 17, , 1557397744
17, , , 1557397745
, , 17, 1557397746
, 17, , 1557397746
18, , , 1557397747
, , 17, 1557397748
, 17, , 1557397748
19, , , 1557397749
, , 17, 1557397750
, 17, , 1557397750
18, , , 1557397751
, , 17, 1557397752
, 18, , 1557397752
18, , , 1557397753
, 17, , 1557397793
18, , , 1557397794
, , 17, 1557397795
, 17, , 1557397795
19, , , 1557397796
, , 17, 1557397797
, 17, , 1557397797
18, , , 1557397798
, , 17, 1557397799
, 17, , 1557397799
18, , , 1557397800
, , 17, 1557397801
, 17, , 1557397801
18, , , 1557397802
, , 17, 1557397803
, 17, , 1557397804
18, , , 1557397804
, , 17, 1557397805
, 17, , 1557397806
18, , , 1557397806
, , 17, 1557397807
, 17, , 1557397808
18, , , 1557397808
, , 17, 1557397809
, 17, , 1557397810
18, , , 1557397810
, , 17, 1557397811
, 17, , 1557397812
18, , , 1557397812
, , 17, 1557397814
, 17, , 1557397814
18, , , 1557397814
, , 17, 1557397816
, 17, , 1557397816
19, , , 1557397817
, , 17, 1557397818
, 18, , 1557397818
18, , , 1557397819
, , 17, 1557397820
, 17, , 1557397820
19, , , 1557397821
, , 17, 1557397822
, 17, , 1557397822
18, , , 1557397823
, , 17, 1557397824
, 18, , 1557397824
18, , , 1557397825
, , 17, 1557397826
, 17, , 1557397826
18, , , 1557397827
, , 23, 1557397828
, 17, , 1557397828
24, , , 1557397829
, , 16, 1557397830
, 17, , 1557397830
18, , , 1557397831
, , 17, 1557397832
, 17, , 1557397832
21, , , 1557397833
, , 17, 1557397834
, 17, , 1557397834
18, , , 1557397835
, , 17, 1557397836
, 18, , 1557397836
18, , , 1557397837
, , 18, 1557397838
, 17, , 1557397838
19, , , 1557397839
, , 17, 1557397840
, 17, , 1557397841
18, , , 1557397841
, , 17, 1557397842
, 17, , 1557397843
18, , , 1557397843
, , 17, 1557397844
, 17, , 1557397845
19, , , 1557397845
, , 17, 1557397846
, 18, , 1557397847
19, , , 1557397847
, , 18, 1557397848
, 17, , 1557397849
18, , , 1557397849
, , 17, 1557397850
, 17, , 1557397851
18, , , 1557397851
, , 17, 1557397853
, 16, , 1557397853
18, , , 1557397853
, , 17, 1557397855
, 17, , 1557397855
18, , , 1557397856
, , 17, 1557397857
, 17, , 1557397857
18, , , 1557397858
, , 17, 1557397859
, 17, , 1557397859
18, , , 1557397860
, , 17, 1557397861
, 17, , 1557397861
18, , , 1557397862
, , 17, 1557397863
, 16, , 1557397863
19, , , 1557397864
, , 17, 1557397865
, 18, , 1557397865
18, , , 1557397866
, , 17, 1557397867
, 17, , 1557397867
18, , , 1557397868
, , 17, 1557397869
, 17, , 1557397869
18, , , 1557397870
, , 19, 1557397871
, 17, , 1557397871
18, , , 1557397872
, , 20, 1557397873
, 17, , 1557397873
24, , , 1557397874
, , 17, 1557397875
, 17, , 1557397875
23, , , 1557397876
, , 17, 1557397877
, 17, , 1557397877
20, , , 1557397878
, , 17, 1557397879
, 17, , 1557397880
17, , , 1557397880
, , 17, 1557397881
, 18, , 1557397882
18, , , 1557397882
, , 17, 1557397883
, 16, , 1557397884
19, , , 1557397884
, , 17, 1557397885
, 17, , 1557397886
18, , , 1557397886
, , 16, 1557397887
, 17, , 1557397888
19, , , 1557397888
, , 17, 1557397890
, 17, , 1557397890
18, , , 1557397890
, , 17, 1557397892
, 17, , 1557397892
20, , , 1557397893
, , 17, 1557397894
, 17, , 1557397894
18, , , 1557397895
, , 17, 1557397896
, 17, , 1557397896
19, , , 1557397897
, , 18, 1557397898
, 18, , 1557397898
18, , , 1557397899
, , 17, 1557397900
, 17, , 1557397900
18, , , 1557397901
, , 17, 1557397902
, 17, , 1557397902
18, , , 1557397903
, , 17, 1557397904
, 17, , 1557397904
18, , , 1557397905
, , 17, 1557397906
, 23, , 1557397906
19, , , 1557397907
, , 17, 1557397908
, 17, , 1557397908
18, , , 1557397909
, , 17, 1557397910
, 17, , 1557397910
19, , , 1557397911
, , 17, 1557397912
, 17, , 1557397912
18, , , 1557397913
18, , , 1557397950
, , 17, 1557397951
, 22, , 1557397951
18, , , 1557397952
, , 17, 1557397953
, 17, , 1557397953
18, , , 1557397954
, , 17, 1557397955
, 17, , 1557397956
18, , , 1557397956
, , 17, 1557397957
, 17, , 1557397958
18, , , 1557397958
, , 17, 1557397959
, 17, , 1557397960
19, , , 1557397961
, , 17, 1557397961
, 17, , 1557397962
18, , , 1557397962
, , 18, 1557397963
, 17, , 1557397964
24, , , 1557397964
, , 19, 1557397966
, 17, , 1557397966
24, , , 1557397967
, , 18, 1557397968
, 18, , 1557397968
19, , , 1557397969
, , 17, 1557397970
, 17, , 1557397970
19, , , 1557397971
, , 18, 1557397972
, 17, , 1557397972
18, , , 1557397973
, , 17, 1557397974
, 16, , 1557397974
17, , , 1557397975
, , 17, 1557397976
, 17, , 1557397976
18, , , 1557397977
, , 17, 1557397978
, 17, , 1557397978
18, , , 1557397979
, , 17, 1557397980
, 17, , 1557397980
18, , , 1557397981
, , 17, 1557397982
, 17, , 1557397982
18, , , 1557397983
, , 17, 1557397984
, 17, , 1557397984
18, , , 1557397985
, , 17, 1557397986
, 17, , 1557397986
18, , , 1557397987
, , 17, 1557397988
, 17, , 1557397988
18, , , 1557397989
, , 17, 1557397990
, 17, , 1557397990
, , 17, 1557397992
, 22, , 1557397993
19, , , 1557397993
18, , , 1557397993
, , 17, 1557397994
, 17, , 1557397995
18, , , 1557397995
, , 17, 1557397996
, 18, , 1557397997
19, , , 1557397997
, , 17, 1557397998
, 17, , 1557397999
18, , , 1557397999
, , 17, 1557398000
, 17, , 1557398001
18, , , 1557398001
, , 17, 1557398002
, 17, , 1557398003
17, , , 1557398003
, , 17, 1557398004
, 17, , 1557398005
18, , , 1557398005
, , 18, 1557398007
, 17, , 1557398007
18, , , 1557398008
, , 17, 1557398009
, 17, , 1557398009
23, , , 1557398010
, , 19, 1557398011
, 18, , 1557398011
18, , , 1557398012
, , 17, 1557398013
, 17, , 1557398013
19, , , 1557398014
, , 17, 1557398015
, 17, , 1557398015
18, , , 1557398016
, , 17, 1557398017
, 16, , 1557398017
18, , , 1557398018
, , 17, 1557398019
, 17, , 1557398019
18, , , 1557398020
, , 17, 1557398021
, 17, , 1557398021
18, , , 1557398022
, , 17, 1557398023
, 17, , 1557398023
18, , , 1557398024
, , 17, 1557398025
, 17, , 1557398025
19, , , 1557398026
, , 16, 1557398027
, 17, , 1557398027
18, , , 1557398028
, , 17, 1557398029
, 17, , 1557398029
19, , , 1557398030
, , 17, 1557398031
, 16, , 1557398032
18, , , 1557398032
, , 17, 1557398033
, 17, , 1557398034
18, , , 1557398034
, , 17, 1557398035
, 17, , 1557398036
18, , , 1557398036
, , 17, 1557398037
, 18, , 1557398038
18, , , 1557398038
, , 18, 1557398039
, 18, , 1557398040
18, , , 1557398040
, , 17, 1557398041
, 17, , 1557398042
